"X","site","block","plot","position_x","position_y","species","sp","mother","micro_topography","light","sand","time","height","diameter","survival","flood"
6021,"A2","P","High",0,160,"Shorea pauciflora","Spau","Spau1",73.6133333333333,31,89.658,6,180,3.1699842270901,1,"dry"
6022,"A2","P","High",0,200,"Shorea seminis","Ssem","Ssem1",72.6133333333333,31,89.658,6,162,2.10914674690975,1,"dry"
6023,"A2","P","High",0,240,"Dryobalanops lanceolata","Dry","Dry1",70.7133333333333,31,89.658,6,181,3.87499677419221,1,"dry"
6024,"A2","P","High",0,280,"Shorea falciferoides","Sfal","Sfal1",71.7133333333333,31,89.658,6,225,1.69499262535269,1,"dry"
6025,"A2","P","High",40,0,"Shorea xanthophylla","Sxan","9KSxan2a",75.7133333333333,31,89.658,6,201,3.11467494291138,1,"dry"
6026,"A2","P","High",40,40,"Shorea seminis","Ssem","Ssem1",76.7133333333333,31,89.658,6,64,2.47659039810785,1,"dry"
6027,"A2","P","High",40,80,"Parashorea tomentella","Ptom","Allptom4a",76.5133333333333,31,89.658,6,271,3.13998407639274,1,"dry"
6028,"A2","P","High",40,120,"Shorea pauciflora","Spau","Spau1",75.6133333333333,31,89.658,6,225,2.88499566724111,1,"dry"
6029,"A2","P","High",40,160,"Shorea parvifolia","Spar","Spar1RDC",74.0133333333333,31,89.658,6,235,2.71499539594453,1,"dry"
6030,"A2","P","High",40,200,"Shorea mecistopteryx","Smec","Smec1",72.7133333333333,31,89.658,6,305,6.07,1,"dry"
6031,"A2","P","High",40,240,"Shorea acuminatissima","Sacu","8MSacu2",70.7133333333333,31,89.658,6,252,1.25499003980111,1,"dry"
6032,"A2","P","High",40,280,"Shorea mecistopteryx","Smec","Smec1",69.7133333333333,31,89.658,6,237,5.51991847765889,1,"dry"
6033,"A2","P","High",80,0,"Parashorea tomentella","Ptom","PtomRDC1a",73.7133333333333,31,89.658,6,358,3.26499617151384,1,"dry"
6034,"A2","P","High",80,40,"Shorea falciferoides","Sfal","Sfal1",73.6133333333333,31,89.658,6,118,2,1,"dry"
6035,"A2","P","High",80,80,"Shorea gibbosa","Sgib","Sgib1",75.2133333333333,31,89.658,6,129,1.80723545781948,1,"dry"
6036,"A2","P","High",80,120,"Shorea leprosula","Slep","8PSlep4m",75.7133333333333,31,89.658,6,234,2.6049568134616,1,"dry"
6037,"A2","P","High",80,160,"Shorea beccariana","Sbec","Sbec1",74.0133333333333,31,89.658,6,379,3.54787260199686,1,"dry"
6038,"A2","P","High",80,200,"Shorea seminis","Ssem","Ssem1",74.1133333333333,31,89.658,6,64,3.22453097364562,1,"dry"
6039,"A2","P","High",80,240,"Shorea macroptera","Smac","Smac1",71.2133333333333,31,89.658,6,214,4.31492757760776,1,"dry"
6040,"A2","P","High",80,280,"Parashorea tomentella","Ptom","Ptom3RCDm",72.7133333333333,31,89.658,6,301,3.31849363416596,1,"dry"
6041,"A2","P","High",120,0,"Shorea smithiana","Ssmi","Ssmi4a",67.7133333333333,31,89.658,6,276,3.78893124772673,1,"dry"
6042,"A2","P","High",120,40,"Dryobalanops lanceolata","Dry","Dry1",69.7133333333333,31,89.658,6,209,3.05993463982484,0,"dry"
6043,"A2","P","High",120,80,"Shorea beccariana","Sbec","Sbec1",71.5133333333333,31,89.658,6,NA,3.42482116321422,1,"dry"
6044,"A2","P","High",120,120,"Shorea waltonii","Swal","Swal1",71.7133333333333,31,89.658,6,139,5.12996101349708,1,"dry"
6045,"A2","P","High",120,160,"Shorea smithiana","Ssmi","90Ssmi10m",70.7133333333333,31,89.658,6,256,5.03444137914029,1,"dry"
6046,"A2","P","High",120,200,"Shorea mecistopteryx","Smec","Smec1",68.7133333333333,31,89.658,6,204,5.12996101349708,1,"dry"
6047,"A2","P","High",120,240,"Shorea pauciflora","Spau","Spau1",59.7133333333333,31,89.658,6,120,1.62987729599501,1,"dry"
6048,"A2","P","High",120,280,"Parashorea tomentella","Ptom","PtomRDC2m",59.4133333333333,31,89.658,6,250,NA,0,"dry"
6049,"A2","P","High",160,0,"Shorea waltonii","Swal","Swal1",63.7133333333333,31,89.658,6,89,4.94950502575763,1,"dry"
6050,"A2","P","High",160,40,"Parashorea malaanonan","Pmal","8LPmal9m",65.7133333333333,31,89.658,6,220,3.26435292209651,1,"dry"
6051,"A2","P","High",160,80,"Shorea leprosula","Slep","8PSlep2a",64.3133333333333,31,89.658,6,182,2.56,0,"dry"
6052,"A2","P","High",160,120,"Shorea parvifolia","Spar","9PSpar2",65.5133333333333,31,89.658,6,112,2.64488184991315,1,"dry"
6053,"A2","P","High",160,160,"Shorea seminis","Ssem","Ssem1",63.4133333333333,31,89.658,6,174,3.40998533721188,1,"dry"
6054,"A2","P","High",160,200,"Shorea acuminatissima","Sacu","8MSacu2",63.1133333333333,31,89.658,6,224,1.92997409309037,1,"dry"
6055,"A2","P","High",160,240,"Shorea mecistopteryx","Smec","Smec1",59.2133333333333,31,89.658,6,102,5.90969542362379,1,"dry"
6056,"A2","P","High",160,280,"Shorea xanthophylla","Sxan","11HSxan1a",55.7133333333333,31,89.658,6,97,3.58915031727566,1,"dry"
6057,"A2","P","High",200,0,"Parashorea malaanonan","Pmal","AllPmal1a",57.2133333333333,31,89.658,6,260,5.1999615383193,1,"dry"
6058,"A2","P","High",200,40,"Shorea falciferoides","Sfal","Sfal1",56.2133333333333,31,89.658,6,172,3.17985848741733,1,"dry"
6059,"A2","P","High",200,80,"Shorea gibbosa","Sgib","Sgib1",56.3133333333333,31,89.658,6,202,2.26406713681375,1,"dry"
6060,"A2","P","High",200,120,"Shorea beccariana","Sbec","Sbec1",56.5133333333333,31,89.658,6,210,4.53990087997524,0,"dry"
6061,"A2","P","High",200,160,"Shorea xanthophylla","Sxan","8MSxan3m",55.7133333333333,31,89.658,6,204,2.67538782235399,1,"dry"
6062,"A2","P","High",200,200,"Dryobalanops lanceolata","Dry","Dry1",53.7133333333333,31,89.658,6,402,3.1855925665408,1,"dry"
6063,"A2","P","High",200,240,"Shorea pauciflora","Spau","Spau1",49.8133333333333,31,89.658,6,309,1.70997075998392,1,"dry"
6064,"A2","P","High",200,280,"Shorea macroptera","Smac","Smac1",51.7133333333333,31,89.658,6,105,3.50977207237165,1,"dry"
6065,"A2","P","High",240,0,"Shorea macroptera","Smac","Smac1",54.0133333333333,31,89.658,6,204,4.23499704840511,1,"dry"
6066,"A2","P","High",240,40,"Shorea gibbosa","Sgib","Sgib1",51.0133333333333,31,89.658,6,165,1.45478520751347,1,"dry"
6067,"A2","P","High",240,80,"Dryobalanops lanceolata","Dry","Dry1",51.6133333333333,31,89.658,6,257,2.40224894630011,1,"dry"
6068,"A2","P","High",240,120,"Shorea gibbosa","Sgib","Sgib1",50.2133333333333,31,89.658,6,178,1.61499226004337,0,"dry"
6069,"A2","P","High",240,160,"Shorea smithiana","Ssmi","Ssmi5a",49.7133333333333,31,89.658,6,96,4.84990721560733,0,"dry"
6070,"A2","P","High",240,200,"Shorea leprosula","Slep","12HSlep8a",50.6133333333333,31,89.658,6,235,3.21499611197277,1,"dry"
6071,"A2","P","High",240,240,"Shorea acuminatissima","Sacu","9OSacu3",50.7133333333333,31,89.658,6,110,1.76635217326557,1,"dry"
6072,"A2","P","High",240,280,"Shorea waltonii","Swal","Swal1",44.7133333333333,31,89.658,6,158,4.37188746424242,1,"dry"
6073,"A2","P","High",280,0,"Shorea waltonii","Swal","Swal1",49.7133333333333,31,89.658,6,180,5.16957445057134,0,"dry"
6074,"A2","P","High",280,40,"Shorea xanthophylla","Sxan","Sxan3RDCm",49.7133333333333,31,89.658,6,145,3.12769883460668,0,"dry"
6075,"A2","P","High",280,80,"Shorea falciferoides","Sfal","Sfal1",46.7133333333333,31,89.658,6,146,2.81496003524029,1,"dry"
6076,"A2","P","High",280,120,"Shorea beccariana","Sbec","Sbec1",47.0133333333333,31,89.658,6,78,3.91954078942929,1,"dry"
6077,"A2","P","High",280,160,"Shorea parvifolia","Spar","9QSpar10",47.6133333333333,31,89.658,6,130,2.44487218479822,1,"dry"
6078,"A2","P","High",280,200,"Parashorea malaanonan","Pmal","9LPmal9a",46.7133333333333,31,89.658,6,250,1.63621514477773,0,"dry"
6079,"A2","P","High",280,240,"Shorea parvifolia","Spar","9PSpar2",45.7133333333333,31,89.658,6,104,2.83464283464425,1,"dry"
6080,"A2","P","High",280,280,"Shorea macroptera","Smac","Smac1",44.2133333333333,31,89.658,6,240,3.68067928513203,1,"dry"
6081,"A2","P","Low",0,0,"Shorea seminis","Ssem","Ssem1",3.61333333333333,20,86.732,6,154,NA,NA,"dry"
6082,"A2","P","Low",0,40,"Shorea parvifolia","Spar","9QSpar10",18.0133333333333,20,86.732,6,140,NA,NA,"dry"
6083,"A2","P","Low",0,80,"Shorea parvifolia","Spar","9PSpar2",14.0133333333333,20,86.732,6,195,1.92499350648255,NA,"dry"
6084,"A2","P","Low",0,120,"Dryobalanops lanceolata","Dry","Dry1",12.8133333333333,20,86.732,6,410,2.00169927811347,1,"dry"
6085,"A2","P","Low",0,160,"Dryobalanops lanceolata","Dry","Dry1",13.0133333333333,20,86.732,6,70,1.6062378404209,1,"dry"
6086,"A2","P","Low",0,200,"Shorea gibbosa","Sgib","Sgib1",22.8133333333333,20,86.732,6,285,1.4,NA,"dry"
6087,"A2","P","Low",0,240,"Shorea mecistopteryx","Smec","Smec1",25.0133333333333,20,86.732,6,104,4.44497469059161,NA,"dry"
6088,"A2","P","Low",0,280,"Parashorea tomentella","Ptom","PtomRDC4a",24.0133333333333,20,86.732,6,170,NA,NA,"dry"
6089,"A2","P","Low",40,0,"Shorea parvifolia","Spar","9QSpar10",16.0133333333333,20,86.732,6,230,NA,NA,"dry"
6090,"A2","P","Low",40,40,"Shorea xanthophylla","Sxan","Sxan1RDCm",21.0133333333333,20,86.732,6,100,NA,NA,"dry"
6091,"A2","P","Low",40,80,"Parashorea malaanonan","Pmal","8MPmal8m",24.0133333333333,20,86.732,6,185,NA,NA,"dry"
6092,"A2","P","Low",40,120,"Shorea beccariana","Sbec","Sbec1",23.5133333333333,20,86.732,6,234,1.48996644257513,NA,"dry"
6093,"A2","P","Low",40,160,"Shorea beccariana","Sbec","Sbec1",24.6133333333333,20,86.732,6,113,1.88467503830236,NA,"dry"
6094,"A2","P","Low",40,200,"Shorea falciferoides","Sfal","Sfal1",25.8133333333333,20,86.732,6,230,1.40491992654386,NA,"dry"
6095,"A2","P","Low",40,240,"Shorea smithiana","Ssmi","Ssmi3a",25.0133333333333,20,86.732,6,294,3.73496987939662,NA,"dry"
6096,"A2","P","Low",40,280,"Shorea macroptera","Smac","Smac1",27.5133333333333,20,86.732,6,125,1.69410743460974,NA,"dry"
6097,"A2","P","Low",80,0,"Shorea smithiana","Ssmi","Ssmi2m",17.0133333333333,20,86.732,6,302,NA,NA,"dry"
6098,"A2","P","Low",80,40,"Parashorea tomentella","Ptom","8LPtom6a",19.0133333333333,20,86.732,6,245,NA,NA,"dry"
6099,"A2","P","Low",80,80,"Shorea macroptera","Smac","Smac1",22.8133333333333,20,86.732,6,225,1.73954016912516,NA,"dry"
6100,"A2","P","Low",80,120,"Shorea parvifolia","Spar","Spar1RDC",23.4133333333333,20,86.732,6,184,1.7589769754036,1,"dry"
6101,"A2","P","Low",80,160,"Shorea beccariana","Sbec","Sbec1",20.0133333333333,20,86.732,6,175,2.69938881971457,NA,"dry"
6102,"A2","P","Low",80,200,"Shorea gibbosa","Sgib","Sgib1",26.0133333333333,20,86.732,6,185,NA,NA,"dry"
6103,"A2","P","Low",80,240,"Shorea acuminatissima","Sacu","8MSacu2",23.0133333333333,20,86.732,6,294,NA,NA,"dry"
6104,"A2","P","Low",80,280,"Shorea pauciflora","Spau","Spau1",27.0133333333333,20,86.732,6,198,2.30980518659042,1,"dry"
6105,"A2","P","Low",120,0,"Parashorea malaanonan","Pmal","12HPmal1a",20.9133333333333,20,86.732,6,158,NA,NA,"dry"
6106,"A2","P","Low",120,40,"Shorea waltonii","Swal","Swal1",18.9133333333333,20,86.732,6,203,2.33826859021798,NA,"dry"
6107,"A2","P","Low",120,80,"Shorea acuminatissima","Sacu","9OSacu3",18.0133333333333,20,86.732,6,151,NA,NA,"dry"
6108,"A2","P","Low",120,120,"Shorea waltonii","Swal","Swal1",20.8133333333333,20,86.732,6,241,4.44729131044954,1,"dry"
6109,"A2","P","Low",120,160,"Shorea waltonii","Swal","Swal1",22.9133333333333,20,86.732,6,132,5.36027984344101,1,"dry"
6110,"A2","P","Low",120,200,"Shorea mecistopteryx","Smec","Smec1",24.0133333333333,20,86.732,6,184,4.60998915400026,1,"dry"
6111,"A2","P","Low",120,240,"Shorea gibbosa","Sgib","Sgib1",24.8133333333333,20,86.732,6,185,2.05997572801235,NA,"dry"
6112,"A2","P","Low",120,280,"Shorea seminis","Ssem","Ssem1",25.0133333333333,20,86.732,6,135,3.71537346709587,1,"dry"
6113,"A2","P","Low",160,0,"Shorea falciferoides","Sfal","Sfal1",12.9133333333333,20,86.732,6,203,NA,NA,"dry"
6114,"A2","P","Low",160,40,"Dryobalanops lanceolata","Dry","Dry1",12.0133333333333,20,86.732,6,315,NA,NA,"dry"
6115,"A2","P","Low",160,80,"Shorea acuminatissima","Sacu","9OSacu3",12.2133333333333,20,86.732,6,210,NA,NA,"dry"
6116,"A2","P","Low",160,120,"Shorea mecistopteryx","Smec","Smec1",13.6133333333333,20,86.732,6,252,NA,NA,"dry"
6117,"A2","P","Low",160,160,"Shorea pauciflora","Spau","Spau1",16.4133333333333,20,86.732,6,127,2.47082982012117,1,"dry"
6118,"A2","P","Low",160,200,"Shorea macroptera","Smac","Smac1",19.4133333333333,20,86.732,6,205,1.47996621583062,NA,"dry"
6119,"A2","P","Low",160,240,"Parashorea tomentella","Ptom","9JPtom14m",25.8133333333333,20,86.732,6,227,2.37499473683627,NA,"dry"
6120,"A2","P","Low",160,280,"Shorea xanthophylla","Sxan","8MSxan9m",27.7133333333333,20,86.732,6,225,2.11849002829846,1,"dry"
6121,"A2","P","Low",200,0,"Shorea mecistopteryx","Smec","Smec1",22.8133333333333,20,86.732,6,115,3.7088677517539,1,"dry"
6122,"A2","P","Low",200,40,"Parashorea malaanonan","Pmal","9JPmal1a",19.9133333333333,20,86.732,6,220,2.89998275856944,NA,"dry"
6123,"A2","P","Low",200,80,"Shorea xanthophylla","Sxan","Sxan2OUa",23.3133333333333,20,86.732,6,103,3.35571154898629,1,"dry"
6124,"A2","P","Low",200,120,"Shorea falciferoides","Sfal","Sfal1",21.0133333333333,20,86.732,6,99,1.68107108713463,1,"dry"
6125,"A2","P","Low",200,160,"Shorea smithiana","Ssmi","9HSsmi4m",23.1133333333333,20,86.732,6,196,3.54,NA,"dry"
6126,"A2","P","Low",200,200,"Parashorea malaanonan","Pmal","9PmalRDC1m",29.5133333333333,20,86.732,6,92,2.2019990917346,NA,"dry"
6127,"A2","P","Low",200,240,"Shorea leprosula","Slep","Slep1RDCm",27.0133333333333,20,86.732,6,300,0.754188305398592,NA,"dry"
6128,"A2","P","Low",200,280,"Shorea acuminatissima","Sacu","8MSacu2",29.0133333333333,20,86.732,6,137,NA,NA,"dry"
6129,"A2","P","Low",240,0,"Shorea seminis","Ssem","Ssem1",26.0133333333333,20,86.732,6,240,1.35491697162594,NA,"dry"
6130,"A2","P","Low",240,40,"Shorea pauciflora","Spau","Spau1",21.0133333333333,20,86.732,6,219,2.12809774211618,NA,"dry"
6131,"A2","P","Low",240,80,"Shorea leprosula","Slep","12HSlep8a",20.6133333333333,20,86.732,6,96,3.05941170815567,1,"dry"
6132,"A2","P","Low",240,120,"Shorea waltonii","Swal","Swal1",20.0133333333333,20,86.732,6,104,NA,NA,"dry"
6133,"A2","P","Low",240,160,"Shorea leprosula","Slep","9PSlep2m",24.0133333333333,20,86.732,6,185,1.11,NA,"dry"
6134,"A2","P","Low",240,200,"Parashorea tomentella","Ptom","9IPtom5m",25.7133333333333,20,86.732,6,227,0.4,NA,"dry"
6135,"A2","P","Low",240,240,"Shorea falciferoides","Sfal","Sfal1",27.0133333333333,20,86.732,6,225,2.28991266208998,NA,"dry"
6136,"A2","P","Low",240,280,"Dryobalanops lanceolata","Dry","Dry1",28.0133333333333,20,86.732,6,215,2.44826469157238,1,"dry"
6137,"A2","P","Low",280,0,"Shorea macroptera","Smac","Smac1",26.5133333333333,20,86.732,6,164,2.94957624075052,1,"dry"
6138,"A2","P","Low",280,40,"Shorea xanthophylla","Sxan","9KSxan29a",22.3133333333333,20,86.732,6,185,2.38589605808803,NA,"dry"
6139,"A2","P","Low",280,80,"Shorea leprosula","Slep","8PSlep2a",19.8133333333333,20,86.732,6,242,2.70396005887661,NA,"dry"
6140,"A2","P","Low",280,120,"Shorea pauciflora","Spau","Spau1",21.0133333333333,20,86.732,6,168,NA,1,"dry"
6141,"A2","P","Low",280,160,"Shorea beccariana","Sbec","Sbec1",23.0133333333333,20,86.732,6,195,NA,NA,"dry"
6142,"A2","P","Low",280,200,"Shorea gibbosa","Sgib","Sgib1",26.6133333333333,20,86.732,6,205,1.46546920813779,1,"dry"
6143,"A2","P","Low",280,240,"Shorea seminis","Ssem","Ssem1",25.0133333333333,20,86.732,6,190,2.11471038206181,1,"dry"
6144,"A2","P","Low",280,280,"Shorea smithiana","Ssmi","Ssmi5a",28.5133333333333,20,86.732,6,100,NA,1,"dry"
6145,"A1","A","High",0,0,"Shorea falciferoides","Sfal","Sfal1",171.453333333333,26,47.406,9,340,1.79997222200788,1,"dry"
6146,"A1","A","High",0,40,"Shorea smithiana","Ssmi","90Ssmi10m",172.453333333333,26,47.406,9,325,4.99,1,"dry"
6147,"A1","A","High",0,80,"Shorea gibbosa","Sgib","Sgib1",172.453333333333,26,47.406,9,349,1.4,NA,"dry"
6148,"A1","A","High",0,120,"Shorea acuminatissima","Sacu","8MSacu2",175.453333333333,26,47.406,9,340,1.30499042142079,1,"dry"
6149,"A1","A","High",0,160,"Shorea macroptera","Smac","Smac1",177.453333333333,26,47.406,9,155,2.85956290366203,NA,"dry"
6150,"A1","A","High",0,200,"Shorea seminis","Ssem","Ssem1",176.453333333333,26,47.406,9,300,3.35490685414662,1,"dry"
6151,"A1","A","High",0,240,"Shorea mecistopteryx","Smec","Smec1",177.953333333333,26,47.406,9,200,4.89469100148314,1,"dry"
6152,"A1","A","High",0,280,"Parashorea tomentella","Ptom","8LPtom6a",177.953333333333,26,47.406,9,115,3.01499585406017,0,"dry"
6153,"A1","A","High",40,0,"Shorea xanthophylla","Sxan","Sxan1RDCm",170.953333333333,26,47.406,9,300,4.13714877663349,1,"dry"
6154,"A1","A","High",40,40,"Shorea falciferoides","Sfal","Sfal1",170.453333333333,26,47.406,9,348,2.66499530956435,1,"dry"
6155,"A1","A","High",40,80,"Parashorea tomentella","Ptom","Ptom3RCDm",173.453333333333,26,47.406,9,172,3.01998344366323,1,"dry"
6156,"A1","A","High",40,120,"Parashorea malaanonan","Pmal","8MPmal8m",173.453333333333,26,47.406,9,123,2.59499518303985,1,"dry"
6157,"A1","A","High",40,160,"Dryobalanops lanceolata","Dry","Dry1",175.453333333333,26,47.406,9,159,2.62495714250728,NA,"dry"
6158,"A1","A","High",40,200,"Shorea leprosula","Slep","8PSlep2a",174.453333333333,26,47.406,9,135,3.08408819588545,1,"dry"
6159,"A1","A","High",40,240,"Shorea beccariana","Sbec","Sbec1",174.453333333333,26,47.406,9,80,NA,NA,"dry"
6160,"A1","A","High",40,280,"Dryobalanops lanceolata","Dry","Dry1",176.453333333333,26,47.406,9,475,1.92494155755441,0,"dry"
6161,"A1","A","High",80,0,"Shorea acuminatissima","Sacu","9OSacu3",165.453333333333,26,47.406,9,183,1.89997368402828,1,"dry"
6162,"A1","A","High",80,40,"Shorea gibbosa","Sgib","Sgib1",166.453333333333,26,47.406,9,100,1.92494155755441,0,"dry"
6163,"A1","A","High",80,80,"Shorea mecistopteryx","Smec","Smec1",168.953333333333,26,47.406,9,398,6.8799927325543,1,"dry"
6164,"A1","A","High",80,120,"Shorea parvifolia","Spar","9PSpar2",171.453333333333,26,47.406,9,80,3.94634007657728,1,"dry"
6165,"A1","A","High",80,160,"Shorea smithiana","Ssmi","Ssmi4a",170.953333333333,26,47.406,9,350,3.23,1,"dry"
6166,"A1","A","High",80,200,"Shorea seminis","Ssem","Ssem1",173.453333333333,26,47.406,9,NA,3.77,1,"dry"
6167,"A1","A","High",80,240,"Shorea xanthophylla","Sxan","11HSxan1a",175.453333333333,26,47.406,9,179,3.3199397584896,1,"dry"
6168,"A1","A","High",80,280,"Shorea xanthophylla","Sxan","8MSxan9m",176.453333333333,26,47.406,9,520,2.28997816583477,1,"dry"
6169,"A1","A","High",120,0,"Dryobalanops lanceolata","Dry","Dry1",157.453333333333,26,47.406,9,180,3.78662118517287,1,"dry"
6170,"A1","A","High",120,40,"Dryobalanops lanceolata","Dry","Dry1",161.453333333333,26,47.406,9,308,2.30499457700013,1,"dry"
6171,"A1","A","High",120,80,"Shorea macroptera","Smac","Smac1",163.453333333333,26,47.406,9,180,5.94489697135283,1,"dry"
6172,"A1","A","High",120,120,"Shorea leprosula","Slep","9PSlep2m",168.453333333333,26,47.406,9,198,4.56499726177355,1,"dry"
6173,"A1","A","High",120,160,"Shorea xanthophylla","Sxan","9KSxan29a",169.453333333333,26,47.406,9,350,2.5449950884039,1,"dry"
6174,"A1","A","High",120,200,"Shorea mecistopteryx","Smec","Smec1",170.453333333333,26,47.406,9,275,3.46153145298436,1,"dry"
6175,"A1","A","High",120,240,"Shorea pauciflora","Spau","Spau1",171.453333333333,26,47.406,9,185,2.60499520153109,1,"dry"
6176,"A1","A","High",120,280,"Shorea acuminatissima","Sacu","9OSacu3",173.453333333333,26,47.406,9,328,1.68760184877832,1,"dry"
6177,"A1","A","High",160,0,"Shorea parvifolia","Spar","Spar1RDC",160.453333333333,26,47.406,9,267,2.3364502990648,1,"dry"
6178,"A1","A","High",160,40,"Parashorea tomentella","Ptom","PtomRDC1a",160.453333333333,26,47.406,9,307,NA,NA,"dry"
6179,"A1","A","High",160,80,"Shorea waltonii","Swal","Swal1",160.953333333333,26,47.406,9,230,3.67349969375254,1,"dry"
6180,"A1","A","High",160,120,"Shorea macroptera","Smac","Smac1",168.453333333333,26,47.406,9,236,3.03998355258709,1,"dry"
6181,"A1","A","High",160,160,"Shorea acuminatissima","Sacu","8MSacu2",167.453333333333,26,47.406,9,296,1.34476763792114,1,"dry"
6182,"A1","A","High",160,200,"Shorea beccariana","Sbec","Sbec1",167.453333333333,26,47.406,9,215,2.1349473061413,0,"dry"
6183,"A1","A","High",160,240,"Shorea beccariana","Sbec","Sbec1",169.453333333333,26,47.406,9,346,3.3649962852877,1,"dry"
6184,"A1","A","High",160,280,"Shorea falciferoides","Sfal","Sfal1",168.953333333333,26,47.406,9,425,2.02499382715109,1,"dry"
6185,"A1","A","High",200,0,"Shorea mecistopteryx","Smec","Smec1",154.453333333333,26,47.406,9,287,5.27541467564399,1,"dry"
6186,"A1","A","High",200,40,"Shorea parvifolia","Spar","9QSpar10",155.453333333333,26,47.406,9,363,2.39997916657624,1,"dry"
6187,"A1","A","High",200,80,"Parashorea tomentella","Ptom","9JPtom14m",154.453333333333,26,47.406,9,246,2.34997872330794,1,"dry"
6188,"A1","A","High",200,120,"Shorea gibbosa","Sgib","Sgib1",157.453333333333,26,47.406,9,523,1.84,1,"dry"
6189,"A1","A","High",200,160,"Shorea falciferoides","Sfal","Sfal1",163.453333333333,26,47.406,9,360,2.72422466033916,1,"dry"
6190,"A1","A","High",200,200,"Shorea smithiana","Ssmi","90Ssmi10m",164.453333333333,26,47.406,9,104,4.38451821754683,1,"dry"
6191,"A1","A","High",200,240,"Shorea seminis","Ssem","Ssem1",172.953333333333,26,47.406,9,234,3.93994923825168,1,"dry"
6192,"A1","A","High",200,280,"Shorea macroptera","Smac","Smac1",171.453333333333,26,47.406,9,292,4.7444072337859,1,"dry"
6193,"A1","A","High",240,0,"Shorea waltonii","Swal","Swal1",153.453333333333,26,47.406,9,180,4.21497330952404,1,"dry"
6194,"A1","A","High",240,40,"Parashorea malaanonan","Pmal","9JPmal1a",151.453333333333,26,47.406,9,237,2.24472715491215,1,"dry"
6195,"A1","A","High",240,80,"Parashorea malaanonan","Pmal","12HPmal1a",153.953333333333,26,47.406,9,235,3.43499636098788,1,"dry"
6196,"A1","A","High",240,120,"Shorea waltonii","Swal","Swal1",156.453333333333,26,47.406,9,290,4.10513093579243,0,"dry"
6197,"A1","A","High",240,160,"Shorea pauciflora","Spau","Spau1",163.453333333333,26,47.406,9,210,2.25980087618356,0,"dry"
6198,"A1","A","High",240,200,"Shorea smithiana","Ssmi","Ssmi4a",168.453333333333,26,47.406,9,92,4.36499713631063,1,"dry"
6199,"A1","A","High",240,240,"Shorea gibbosa","Sgib","Sgib1",167.453333333333,26,47.406,9,141,2.26495033058122,1,"dry"
6200,"A1","A","High",240,280,"Shorea leprosula","Slep","8QSlep4m",154.453333333333,26,47.406,9,NA,2.7646337913004,0,"dry"
6201,"A1","A","High",280,0,"Shorea seminis","Ssem","Ssem1",152.453333333333,26,47.406,9,335,2.41495341569977,1,"dry"
6202,"A1","A","High",280,40,"Shorea pauciflora","Spau","Spau1",154.453333333333,26,47.406,9,398,1.71,1,"dry"
6203,"A1","A","High",280,80,"Shorea leprosula","Slep","12HSlep8a",159.453333333333,26,47.406,9,NA,2.91957188642445,1,"dry"
6204,"A1","A","High",280,120,"Shorea pauciflora","Spau","Spau1",160.453333333333,26,47.406,9,148,2.89499568220749,1,"dry"
6205,"A1","A","High",280,160,"Shorea parvifolia","Spar","Spar1RDC",165.453333333333,26,47.406,9,210,2.05470192485431,1,"dry"
6206,"A1","A","High",280,200,"Shorea beccariana","Sbec","Sbec1",168.453333333333,26,47.406,9,238,3.90783827710411,1,"dry"
6207,"A1","A","High",280,240,"Shorea waltonii","Swal","Swal1",173.453333333333,26,47.406,9,180,4.85479144763192,1,"dry"
6208,"A1","A","High",280,280,"Parashorea malaanonan","Pmal","9LPmal7m",170.453333333333,26,47.406,9,NA,2.1672101882374,1,"dry"
6209,"A1","A","Low",0,0,"Shorea seminis","Ssem","Ssem1",28.2533333333333,32,53.849,9,NA,2.4449539872971,NA,"dry"
6210,"A1","A","Low",0,40,"Shorea falciferoides","Sfal","Sfal1",27.2533333333333,32,53.849,9,NA,1.40499110317468,0,"dry"
6211,"A1","A","Low",0,80,"Shorea falciferoides","Sfal","Sfal1",23.2533333333333,32,53.849,9,NA,2.00499376557634,NA,"dry"
6212,"A1","A","Low",0,120,"Shorea beccariana","Sbec","Sbec1",21.6533333333333,32,53.849,9,NA,NA,NA,"dry"
6213,"A1","A","Low",0,160,"Shorea gibbosa","Sgib","Sgib1",21.8533333333333,32,53.849,9,NA,1.46546920813779,1,"dry"
6214,"A1","A","Low",0,200,"Shorea pauciflora","Spau","Spau1",23.3533333333333,32,53.849,9,NA,2.50567356213853,1,"dry"
6215,"A1","A","Low",0,240,"Shorea seminis","Ssem","Ssem1",21.5533333333333,32,53.849,9,NA,2.46730622339425,1,"dry"
6216,"A1","A","Low",0,280,"Parashorea tomentella","Ptom","PtomRDC2m",27.5533333333333,32,53.849,9,131,NA,NA,"dry"
6217,"A1","A","Low",40,0,"Shorea smithiana","Ssmi","9HSsmi4m",27.1533333333333,32,53.849,9,NA,3.06499592169386,1,"dry"
6218,"A1","A","Low",40,40,"Shorea seminis","Ssem","Ssem1",27.6533333333333,32,53.849,9,NA,3.32481578437062,1,"dry"
6219,"A1","A","Low",40,80,"Shorea smithiana","Ssmi","Ssmi2m",23.0533333333333,32,53.849,9,NA,NA,NA,"dry"
6220,"A1","A","Low",40,120,"Shorea xanthophylla","Sxan","9KSxan2a",22.9533333333333,32,53.849,9,152,2.24,1,"dry"
