"X","site","block","plot","position_x","position_y","species","sp","mother","micro_topography","light","sand","time","height","diameter","survival","flood"
1583,"A2","M","High",200,240,"Shorea beccariana","Sbec","Sbec1",65.74,25,86.171,0,NA,NA,1,NA
1584,"A2","M","High",200,280,"Parashorea tomentella","Ptom","9IPtom5m",64.24,25,86.171,0,NA,NA,1,NA
1585,"A2","M","High",240,0,"Parashorea tomentella","Ptom","8LPtom6a",60.14,25,86.171,0,NA,NA,1,NA
1586,"A2","M","High",240,40,"Dryobalanops lanceolata","Dry","Dry1",61.74,25,86.171,0,NA,NA,1,NA
1587,"A2","M","High",240,80,"Parashorea malaanonan","Pmal","8LPmal9m",63.74,25,86.171,0,NA,NA,1,NA
1588,"A2","M","High",240,120,"Shorea smithiana","Ssmi","Ssmi4a",62.94,25,86.171,0,NA,NA,1,NA
1589,"A2","M","High",240,160,"Shorea leprosula","Slep","9PSlep2m",63.44,25,86.171,0,NA,NA,1,NA
1590,"A2","M","High",240,200,"Shorea acuminatissima","Sacu","8MSacu2",62.74,25,86.171,0,NA,NA,1,NA
1591,"A2","M","High",240,240,"Parashorea tomentella","Ptom","PtomRDC4a",62.34,25,86.171,0,NA,NA,1,NA
1592,"A2","M","High",240,280,"Shorea pauciflora","Spau","Spau1",61.74,25,86.171,0,NA,NA,1,NA
1593,"A2","M","High",280,0,"Shorea falciferoides","Sfal","Sfal1",58.74,25,86.171,0,NA,NA,1,NA
1594,"A2","M","High",280,40,"Shorea macroptera","Smac","Smac1",58.74,25,86.171,0,NA,NA,1,NA
1595,"A2","M","High",280,80,"Shorea seminis","Ssem","Ssem1",58.24,25,86.171,0,NA,NA,1,NA
1596,"A2","M","High",280,120,"Shorea seminis","Ssem","Ssem1",56.74,25,86.171,0,NA,NA,1,NA
1597,"A2","M","High",280,160,"Shorea seminis","Ssem","Ssem1",57.24,25,86.171,0,NA,NA,1,NA
1598,"A2","M","High",280,200,"Shorea gibbosa","Sgib","Sgib1",57.24,25,86.171,0,NA,NA,1,NA
1599,"A2","M","High",280,240,"Dryobalanops lanceolata","Dry","Dry1",60.74,25,86.171,0,NA,NA,1,NA
1600,"A2","M","High",280,280,"Shorea xanthophylla","Sxan","11HSxan1a",62.24,25,86.171,0,NA,NA,1,NA
1601,"A2","M","Low",0,0,"Shorea pauciflora","Spau","Spau1",19.54,35,91.333,0,NA,NA,1,NA
1602,"A2","M","Low",0,40,"Shorea mecistopteryx","Smec","Smec1",21.04,35,91.333,0,NA,NA,1,NA
1603,"A2","M","Low",0,80,"Shorea leprosula","Slep","12HSlep8a",20.94,35,91.333,0,NA,NA,1,NA
1604,"A2","M","Low",0,120,"Shorea xanthophylla","Sxan","8MSxan3m",20.24,35,91.333,0,NA,NA,1,NA
1605,"A2","M","Low",0,160,"Shorea xanthophylla","Sxan","8MSxan9m",20.54,35,91.333,0,NA,NA,1,NA
1606,"A2","M","Low",0,200,"Parashorea malaanonan","Pmal","9LPmal9a",20.04,35,91.333,0,NA,NA,1,NA
1607,"A2","M","Low",0,240,"Shorea beccariana","Sbec","Sbec1",22.04,35,91.333,0,NA,NA,1,NA
1608,"A2","M","Low",0,280,"Shorea leprosula","Slep","8PSlep2a",22.34,35,91.333,0,NA,NA,1,NA
1609,"A2","M","Low",40,0,"Shorea acuminatissima","Sacu","8MSacu2",15.34,35,91.333,0,NA,NA,1,NA
1610,"A2","M","Low",40,40,"Shorea acuminatissima","Sacu","8MSacu2",13.84,35,91.333,0,NA,NA,1,NA
1611,"A2","M","Low",40,80,"Shorea falciferoides","Sfal","Sfal1",15.04,35,91.333,0,NA,NA,1,NA
1612,"A2","M","Low",40,120,"Parashorea tomentella","Ptom","PtomRDC1a",17.44,35,91.333,0,NA,NA,1,NA
1613,"A2","M","Low",40,160,"Shorea mecistopteryx","Smec","Smec1",18.84,35,91.333,0,NA,NA,1,NA
1614,"A2","M","Low",40,200,"Shorea waltonii","Swal","Swal1",18.54,35,91.333,0,NA,NA,1,NA
1615,"A2","M","Low",40,240,"Shorea beccariana","Sbec","Sbec1",16.54,35,91.333,0,NA,NA,1,NA
1616,"A2","M","Low",40,280,"Shorea xanthophylla","Sxan","9KSxan29a",14.54,35,91.333,0,NA,NA,1,NA
1617,"A2","M","Low",80,0,"Shorea parvifolia","Spar","9QSpar10",17.34,35,91.333,0,NA,NA,1,NA
1618,"A2","M","Low",80,40,"Shorea pauciflora","Spau","Spau1",14.34,35,91.333,0,NA,NA,1,NA
1619,"A2","M","Low",80,80,"Shorea smithiana","Ssmi","Ssmi2m",18.04,35,91.333,0,NA,NA,1,NA
1620,"A2","M","Low",80,120,"Dryobalanops lanceolata","Dry","Dry1",16.94,35,91.333,0,NA,NA,1,NA
1621,"A2","M","Low",80,160,"Shorea acuminatissima","Sacu","9OSacu3",17.54,35,91.333,0,NA,NA,1,NA
1622,"A2","M","Low",80,200,"Shorea falciferoides","Sfal","Sfal1",17.84,35,91.333,0,NA,NA,1,NA
1623,"A2","M","Low",80,240,"Shorea falciferoides","Sfal","Sfal1",14.84,35,91.333,0,NA,NA,1,NA
1624,"A2","M","Low",80,280,"Parashorea tomentella","Ptom","9JPtom14m",19.14,35,91.333,0,NA,NA,1,NA
1625,"A2","M","Low",120,0,"Shorea mecistopteryx","Smec","Smec1",17.34,35,91.333,0,NA,NA,1,NA
1626,"A2","M","Low",120,40,"Shorea macroptera","Smac","Smac1",16.14,35,91.333,0,NA,NA,1,NA
1627,"A2","M","Low",120,80,"Shorea acuminatissima","Sacu","9OSacu3",18.54,35,91.333,0,NA,NA,1,NA
1628,"A2","M","Low",120,120,"Shorea gibbosa","Sgib","Sgib1",20.04,35,91.333,0,NA,NA,1,NA
1629,"A2","M","Low",120,160,"Dryobalanops lanceolata","Dry","Dry1",20.34,35,91.333,0,NA,NA,1,NA
1630,"A2","M","Low",120,200,"Shorea mecistopteryx","Smec","Smec1",18.94,35,91.333,0,NA,NA,1,NA
1631,"A2","M","Low",120,240,"Shorea macroptera","Smac","Smac1",19.84,35,91.333,0,NA,NA,1,NA
1632,"A2","M","Low",120,280,"Parashorea malaanonan","Pmal","9PmalRDC1m",20.04,35,91.333,0,NA,NA,1,NA
1633,"A2","M","Low",160,0,"Dryobalanops lanceolata","Dry","Dry1",14.84,35,91.333,0,NA,NA,1,NA
1634,"A2","M","Low",160,40,"Shorea falciferoides","Sfal","Sfal1",16.54,35,91.333,0,NA,NA,1,NA
1635,"A2","M","Low",160,80,"Shorea gibbosa","Sgib","Sgib1",16.44,35,91.333,0,NA,NA,1,NA
1636,"A2","M","Low",160,120,"Shorea waltonii","Swal","Swal1",18.54,35,91.333,0,NA,NA,1,NA
1637,"A2","M","Low",160,160,"Parashorea tomentella","Ptom","Ptom3RCDm",19.54,35,91.333,0,NA,NA,1,NA
1638,"A2","M","Low",160,200,"Shorea leprosula","Slep","8QSlep4m",20.14,35,91.333,0,NA,NA,1,NA
1639,"A2","M","Low",160,240,"Shorea pauciflora","Spau","Spau1",21.54,35,91.333,0,NA,NA,1,NA
1640,"A2","M","Low",160,280,"Shorea seminis","Ssem","Ssem1",21.34,35,91.333,0,NA,NA,1,NA
1641,"A2","M","Low",200,0,"Parashorea tomentella","Ptom","Allptom4a",15.84,35,91.333,0,NA,NA,1,NA
1642,"A2","M","Low",200,40,"Parashorea malaanonan","Pmal","9JPmal1a",15.44,35,91.333,0,NA,NA,1,NA
1643,"A2","M","Low",200,80,"Shorea seminis","Ssem","Ssem1",13.14,35,91.333,0,NA,NA,1,NA
1644,"A2","M","Low",200,120,"Parashorea malaanonan","Pmal","9LPmal7m",19.04,35,91.333,0,NA,NA,1,NA
1645,"A2","M","Low",200,160,"Shorea smithiana","Ssmi","9HSsmi4m",18.04,35,91.333,0,NA,NA,1,NA
1646,"A2","M","Low",200,200,"Shorea waltonii","Swal","Swal1",23.44,35,91.333,0,NA,NA,1,NA
1647,"A2","M","Low",200,240,"Shorea leprosula","Slep","Slep1RDCm",30.84,35,91.333,0,NA,NA,1,NA
1648,"A2","M","Low",200,280,"Shorea macroptera","Smac","Smac1",24.04,35,91.333,0,NA,NA,1,NA
1649,"A2","M","Low",240,0,"Shorea macroptera","Smac","Smac1",20.84,35,91.333,0,NA,NA,1,NA
1650,"A2","M","Low",240,40,"Shorea parvifolia","Spar","9PSpar2",20.84,35,91.333,0,NA,NA,1,NA
1651,"A2","M","Low",240,80,"Shorea smithiana","Ssmi","Ssmi3a",20.34,35,91.333,0,NA,NA,1,NA
1652,"A2","M","Low",240,120,"Shorea xanthophylla","Sxan","9KSxan2a",19.64,35,91.333,0,NA,NA,1,NA
1653,"A2","M","Low",240,160,"Shorea smithiana","Ssmi","Ssmi5a",21.54,35,91.333,0,NA,NA,1,NA
1654,"A2","M","Low",240,200,"Shorea beccariana","Sbec","Sbec1",23.24,35,91.333,0,NA,NA,1,NA
1655,"A2","M","Low",240,240,"Shorea gibbosa","Sgib","Sgib1",26.04,35,91.333,0,NA,NA,1,NA
1656,"A2","M","Low",240,280,"Shorea parvifolia","Spar","Spar1RDC",18.94,35,91.333,0,NA,NA,1,NA
1657,"A2","M","Low",280,0,"Shorea parvifolia","Spar","Spar1RDC",20.04,35,91.333,0,NA,NA,1,NA
1658,"A2","M","Low",280,40,"Shorea seminis","Ssem","Ssem1",18.24,35,91.333,0,NA,NA,1,NA
1659,"A2","M","Low",280,80,"Shorea gibbosa","Sgib","Sgib1",19.94,35,91.333,0,NA,NA,1,NA
1660,"A2","M","Low",280,120,"Dryobalanops lanceolata","Dry","Dry1",17.14,35,91.333,0,NA,NA,1,NA
1661,"A2","M","Low",280,160,"Shorea waltonii","Swal","Swal1",17.54,35,91.333,0,NA,NA,1,NA
1662,"A2","M","Low",280,200,"Shorea beccariana","Sbec","Sbec1",15.04,35,91.333,0,NA,NA,1,NA
1663,"A2","M","Low",280,240,"Shorea seminis","Ssem","Ssem1",29.54,35,91.333,0,NA,NA,1,NA
1664,"A2","M","Low",280,280,"Shorea pauciflora","Spau","Spau1",17.84,35,91.333,0,NA,NA,1,NA
1665,"A2","N","High",0,0,"Shorea waltonii","Swal","Swal1",67.2533333333333,35,49.712,0,NA,NA,1,NA
1666,"A2","N","High",0,40,"Shorea beccariana","Sbec","Sbec1",63.7533333333333,35,49.712,0,NA,NA,1,NA
1667,"A2","N","High",0,80,"Shorea mecistopteryx","Smec","Smec1",61.5533333333333,35,49.712,0,NA,NA,1,NA
1668,"A2","N","High",0,120,"Parashorea tomentella","Ptom","8LPtom6a",61.7533333333333,35,49.712,0,NA,NA,1,NA
1669,"A2","N","High",0,160,"Shorea pauciflora","Spau","Spau1",64.7533333333333,35,49.712,0,NA,NA,1,NA
1670,"A2","N","High",0,200,"Shorea gibbosa","Sgib","Sgib1",68.4533333333333,35,49.712,0,NA,NA,1,NA
1671,"A2","N","High",0,240,"Shorea falciferoides","Sfal","Sfal1",73.7533333333333,35,49.712,0,NA,NA,1,NA
1672,"A2","N","High",0,280,"Shorea seminis","Ssem","Ssem1",73.2533333333333,35,49.712,0,NA,NA,1,NA
1673,"A2","N","High",40,0,"Shorea xanthophylla","Sxan","Sxan1RDCm",60.7533333333333,35,49.712,0,NA,NA,1,NA
1674,"A2","N","High",40,40,"Shorea xanthophylla","Sxan","9KSxan29a",55.5533333333333,35,49.712,0,NA,NA,1,NA
1675,"A2","N","High",40,80,"Shorea parvifolia","Spar","Spar1RDC",52.7533333333333,35,49.712,0,NA,NA,1,NA
1676,"A2","N","High",40,120,"Shorea mecistopteryx","Smec","Smec1",55.7533333333333,35,49.712,0,NA,NA,1,NA
1677,"A2","N","High",40,160,"Shorea leprosula","Slep","8PSlep2a",57.5533333333333,35,49.712,0,NA,NA,1,NA
1678,"A2","N","High",40,200,"Shorea falciferoides","Sfal","Sfal1",60.5533333333333,35,49.712,0,NA,NA,1,NA
1679,"A2","N","High",40,240,"Shorea falciferoides","Sfal","Sfal1",64.7533333333333,35,49.712,0,NA,NA,1,NA
1680,"A2","N","High",40,280,"Shorea parvifolia","Spar","9PSpar2",78.7533333333333,35,49.712,0,NA,NA,1,NA
1681,"A2","N","High",80,0,"Shorea macroptera","Smac","Smac1",48.5533333333333,35,49.712,0,NA,NA,1,NA
1682,"A2","N","High",80,40,"Shorea smithiana","Ssmi","Ssmi4a",50.2533333333333,35,49.712,0,NA,NA,1,NA
1683,"A2","N","High",80,80,"Shorea waltonii","Swal","Swal1",48.6533333333333,35,49.712,0,NA,NA,1,NA
1684,"A2","N","High",80,120,"Shorea xanthophylla","Sxan","9KSxan2a",48.7533333333333,35,49.712,0,NA,NA,1,NA
1685,"A2","N","High",80,160,"Shorea macroptera","Smac","Smac1",52.7533333333333,35,49.712,0,NA,NA,1,NA
1686,"A2","N","High",80,200,"Parashorea malaanonan","Pmal","9LPmal9a",58.2533333333333,35,49.712,0,NA,NA,1,NA
1687,"A2","N","High",80,240,"Shorea pauciflora","Spau","Spau1",63.7533333333333,35,49.712,0,NA,NA,1,NA
1688,"A2","N","High",80,280,"Shorea gibbosa","Sgib","Sgib1",66.7533333333333,35,49.712,0,NA,NA,1,NA
1689,"A2","N","High",120,0,"Parashorea tomentella","Ptom","9JPtom14m",45.2533333333333,35,49.712,0,NA,NA,1,NA
1690,"A2","N","High",120,40,"Dryobalanops lanceolata","Dry","Dry1",44.6533333333333,35,49.712,0,NA,NA,1,NA
1691,"A2","N","High",120,80,"Shorea parvifolia","Spar","9QSpar10",48.5533333333333,35,49.712,0,NA,NA,1,NA
1692,"A2","N","High",120,120,"Parashorea tomentella","Ptom","PtomRDC2m",47.3533333333333,35,49.712,0,NA,NA,1,NA
1693,"A2","N","High",120,160,"Shorea smithiana","Ssmi","90Ssmi10m",42.3533333333333,35,49.712,0,NA,NA,1,NA
1694,"A2","N","High",120,200,"Shorea pauciflora","Spau","Spau1",57.7533333333333,35,49.712,0,NA,NA,1,NA
1695,"A2","N","High",120,240,"Parashorea malaanonan","Pmal","AllPmal1a",61.7533333333333,35,49.712,0,NA,NA,1,NA
1696,"A2","N","High",120,280,"Shorea leprosula","Slep","12HSlep8a",62.6533333333333,35,49.712,0,NA,NA,1,NA
1697,"A2","N","High",160,0,"Shorea seminis","Ssem","Ssem1",43.7533333333333,35,49.712,0,NA,NA,1,NA
1698,"A2","N","High",160,40,"Shorea smithiana","Ssmi","9HSsmi4m",45.6533333333333,35,49.712,0,NA,NA,1,NA
1699,"A2","N","High",160,80,"Shorea leprosula","Slep","8PSlep4m",45.7533333333333,35,49.712,0,NA,NA,1,NA
1700,"A2","N","High",160,120,"Shorea xanthophylla","Sxan","Sxan1RDCm",46.6533333333333,35,49.712,0,NA,NA,1,NA
1701,"A2","N","High",160,160,"Shorea beccariana","Sbec","Sbec1",52.7533333333333,35,49.712,0,NA,NA,1,NA
1702,"A2","N","High",160,200,"Shorea seminis","Ssem","Ssem1",57.9533333333333,35,49.712,0,NA,NA,1,NA
1703,"A2","N","High",160,240,"Parashorea tomentella","Ptom","PtomRDC4a",57.2533333333333,35,49.712,0,NA,NA,1,NA
1704,"A2","N","High",160,280,"Shorea macroptera","Smac","Smac1",59.9533333333333,35,49.712,0,NA,NA,1,NA
1705,"A2","N","High",200,0,"Shorea acuminatissima","Sacu","8MSacu2",40.1533333333333,35,49.712,0,NA,NA,1,NA
1706,"A2","N","High",200,40,"Shorea waltonii","Swal","Swal1",37.5533333333333,35,49.712,0,NA,NA,1,NA
1707,"A2","N","High",200,80,"Shorea acuminatissima","Sacu","9OSacu3",39.7533333333333,35,49.712,0,NA,NA,1,NA
1708,"A2","N","High",200,120,"Dryobalanops lanceolata","Dry","Dry1",42.7533333333333,35,49.712,0,NA,NA,1,NA
1709,"A2","N","High",200,160,"Shorea falciferoides","Sfal","Sfal1",47.5533333333333,35,49.712,0,NA,NA,1,NA
1710,"A2","N","High",200,200,"Shorea macroptera","Smac","Smac1",52.2533333333333,35,49.712,0,NA,NA,1,NA
1711,"A2","N","High",200,240,"Shorea acuminatissima","Sacu","8MSacu2",54.7533333333333,35,49.712,0,NA,NA,1,NA
1712,"A2","N","High",200,280,"Parashorea malaanonan","Pmal","9LPmal7m",55.0533333333333,35,49.712,0,NA,NA,1,NA
1713,"A2","N","High",240,0,"Shorea gibbosa","Sgib","Sgib1",34.3533333333333,35,49.712,0,NA,NA,1,NA
1714,"A2","N","High",240,40,"Dryobalanops lanceolata","Dry","Dry1",35.5533333333333,35,49.712,0,NA,NA,1,NA
1715,"A2","N","High",240,80,"Shorea seminis","Ssem","Ssem1",38.7533333333333,35,49.712,0,NA,NA,1,NA
1716,"A2","N","High",240,120,"Shorea leprosula","Slep","8QSlep4m",42.1533333333333,35,49.712,0,NA,NA,1,NA
1717,"A2","N","High",240,160,"Shorea mecistopteryx","Smec","Smec1",45.7533333333333,35,49.712,0,NA,NA,1,NA
1718,"A2","N","High",240,200,"Shorea beccariana","Sbec","Sbec1",52.0533333333333,35,49.712,0,NA,NA,1,NA
1719,"A2","N","High",240,240,"Shorea gibbosa","Sgib","Sgib1",50.9533333333333,35,49.712,0,NA,NA,1,NA
1720,"A2","N","High",240,280,"Shorea acuminatissima","Sacu","9OSacu3",52.4533333333333,35,49.712,0,NA,NA,1,NA
1721,"A2","N","High",280,0,"Shorea waltonii","Swal","Swal1",24.7533333333333,35,49.712,0,NA,NA,1,NA
1722,"A2","N","High",280,40,"Parashorea malaanonan","Pmal","8MPmal8m",28.0533333333333,35,49.712,0,NA,NA,1,NA
1723,"A2","N","High",280,80,"Shorea beccariana","Sbec","Sbec1",34.2533333333333,35,49.712,0,NA,NA,1,NA
1724,"A2","N","High",280,120,"Shorea mecistopteryx","Smec","Smec1",37.0533333333333,35,49.712,0,NA,NA,1,NA
1725,"A2","N","High",280,160,"Shorea smithiana","Ssmi","Ssmi5a",39.2533333333333,35,49.712,0,NA,NA,1,NA
1726,"A2","N","High",280,200,"Dryobalanops lanceolata","Dry","Dry1",41.7533333333333,35,49.712,0,NA,NA,1,NA
1727,"A2","N","High",280,240,"Shorea pauciflora","Spau","Spau1",48.0533333333333,35,49.712,0,NA,NA,1,NA
1728,"A2","N","High",280,280,"Shorea parvifolia","Spar","Spar1RDC",48.1533333333333,35,49.712,0,NA,NA,1,NA
1729,"A2","N","Low",0,0,"Shorea pauciflora","Spau","Spau1",28.7533333333333,27,43.872,0,NA,NA,1,NA
1730,"A2","N","Low",0,40,"Shorea waltonii","Swal","Swal1",27.4533333333333,27,43.872,0,NA,NA,1,NA
1731,"A2","N","Low",0,80,"Shorea beccariana","Sbec","Sbec1",26.0533333333333,27,43.872,0,NA,NA,1,NA
1732,"A2","N","Low",0,120,"Shorea macroptera","Smac","Smac1",25.5533333333333,27,43.872,0,NA,NA,1,NA
1733,"A2","N","Low",0,160,"Shorea leprosula","Slep","Slep1RDCm",32.7533333333333,27,43.872,0,NA,NA,1,NA
1734,"A2","N","Low",0,200,"Shorea acuminatissima","Sacu","9OSacu3",44.0533333333333,27,43.872,0,NA,NA,1,NA
1735,"A2","N","Low",0,240,"Dryobalanops lanceolata","Dry","Dry1",52.1533333333333,27,43.872,0,NA,NA,1,NA
1736,"A2","N","Low",0,280,"Shorea mecistopteryx","Smec","Smec1",31.4533333333333,27,43.872,0,NA,NA,1,NA
1737,"A2","N","Low",40,0,"Shorea leprosula","Slep","9PSlep2m",27.3533333333333,27,43.872,0,NA,NA,1,NA
1738,"A2","N","Low",40,40,"Shorea smithiana","Ssmi","9HSsmi4m",23.2533333333333,27,43.872,0,NA,NA,1,NA
1739,"A2","N","Low",40,80,"Parashorea malaanonan","Pmal","9JPmal1a",22.9533333333333,27,43.872,0,NA,NA,1,NA
1740,"A2","N","Low",40,120,"Shorea mecistopteryx","Smec","Smec1",22.7533333333333,27,43.872,0,NA,NA,1,NA
1741,"A2","N","Low",40,160,"Shorea gibbosa","Sgib","Sgib1",26.5533333333333,27,43.872,0,NA,NA,1,NA
1742,"A2","N","Low",40,200,"Shorea beccariana","Sbec","Sbec1",38.8533333333333,27,43.872,0,NA,NA,1,NA
1743,"A2","N","Low",40,240,"Shorea mecistopteryx","Smec","Smec1",44.0533333333333,27,43.872,0,NA,NA,1,NA
1744,"A2","N","Low",40,280,"Shorea seminis","Ssem","Ssem1",25.7533333333333,27,43.872,0,NA,NA,1,NA
1745,"A2","N","Low",80,0,"Shorea macroptera","Smac","Smac1",21.6533333333333,27,43.872,0,NA,NA,1,NA
1746,"A2","N","Low",80,40,"Shorea mecistopteryx","Smec","Smec1",20.7533333333333,27,43.872,0,NA,NA,1,NA
1747,"A2","N","Low",80,80,"Shorea macroptera","Smac","Smac1",21.9533333333333,27,43.872,0,NA,NA,1,NA
1748,"A2","N","Low",80,120,"Shorea gibbosa","Sgib","Sgib1",21.9533333333333,27,43.872,0,NA,NA,1,NA
1749,"A2","N","Low",80,160,"Shorea macroptera","Smac","Smac1",26.2533333333333,27,43.872,0,NA,NA,1,NA
1750,"A2","N","Low",80,200,"Shorea xanthophylla","Sxan","8MSxan3m",32.0533333333333,27,43.872,0,NA,NA,1,NA
1751,"A2","N","Low",80,240,"Shorea falciferoides","Sfal","Sfal1",41.4533333333333,27,43.872,0,NA,NA,1,NA
1752,"A2","N","Low",80,280,"Parashorea tomentella","Ptom","Ptom3RCDm",32.7533333333333,27,43.872,0,NA,NA,1,NA
1753,"A2","N","Low",120,0,"Shorea parvifolia","Spar","9PSpar2",22.7533333333333,27,43.872,0,NA,NA,1,NA
1754,"A2","N","Low",120,40,"Shorea gibbosa","Sgib","Sgib1",17.2533333333333,27,43.872,0,NA,NA,1,NA
1755,"A2","N","Low",120,80,"Shorea leprosula","Slep","8PSlep2a",17.7533333333333,27,43.872,0,NA,NA,1,NA
1756,"A2","N","Low",120,120,"Shorea waltonii","Swal","Swal1",18.7533333333333,27,43.872,0,NA,NA,1,NA
1757,"A2","N","Low",120,160,"Shorea falciferoides","Sfal","Sfal1",19.7533333333333,27,43.872,0,NA,NA,1,NA
1758,"A2","N","Low",120,200,"Shorea seminis","Ssem","Ssem1",17.7533333333333,27,43.872,0,NA,NA,1,NA
1759,"A2","N","Low",120,240,"Shorea xanthophylla","Sxan","Sxan2OUa",25.2533333333333,27,43.872,0,NA,NA,1,NA
1760,"A2","N","Low",120,280,"Shorea acuminatissima","Sacu","8MSacu2",23.7533333333333,27,43.872,0,NA,NA,1,NA
1761,"A2","N","Low",160,0,"Dryobalanops lanceolata","Dry","Dry1",22.7533333333333,27,43.872,0,NA,NA,1,NA
1762,"A2","N","Low",160,40,"Shorea beccariana","Sbec","Sbec1",14.4533333333333,27,43.872,0,NA,NA,1,NA
1763,"A2","N","Low",160,80,"Shorea smithiana","Ssmi","Ssmi5a",14.7533333333333,27,43.872,0,NA,NA,1,NA
1764,"A2","N","Low",160,120,"Parashorea tomentella","Ptom","9IPtom5m",23.4533333333333,27,43.872,0,NA,NA,1,NA
1765,"A2","N","Low",160,160,"Parashorea tomentella","Ptom","PtomRDC1a",21.2533333333333,27,43.872,0,NA,NA,1,NA
1766,"A2","N","Low",160,200,"Parashorea malaanonan","Pmal","9PmalRDC1m",19.2533333333333,27,43.872,0,NA,NA,1,NA
1767,"A2","N","Low",160,240,"Shorea smithiana","Ssmi","Ssmi3a",19.7533333333333,27,43.872,0,NA,NA,1,NA
1768,"A2","N","Low",160,280,"Dryobalanops lanceolata","Dry","Dry1",22.8533333333333,27,43.872,0,NA,NA,1,NA
1769,"A2","N","Low",200,0,"Shorea seminis","Ssem","Ssem1",23.9533333333333,27,43.872,0,NA,NA,1,NA
1770,"A2","N","Low",200,40,"Shorea xanthophylla","Sxan","11HSxan1a",15.4533333333333,27,43.872,0,NA,NA,1,NA
1771,"A2","N","Low",200,80,"Shorea pauciflora","Spau","Spau1",13.9533333333333,27,43.872,0,NA,NA,1,NA
1772,"A2","N","Low",200,120,"Shorea seminis","Ssem","Ssem1",21.2533333333333,27,43.872,0,NA,NA,1,NA
1773,"A2","N","Low",200,160,"Shorea xanthophylla","Sxan","Sxan3RDCm",21.8533333333333,27,43.872,0,NA,NA,1,NA
1774,"A2","N","Low",200,200,"Dryobalanops lanceolata","Dry","Dry1",19.2533333333333,27,43.872,0,NA,NA,1,NA
1775,"A2","N","Low",200,240,"Shorea falciferoides","Sfal","Sfal1",22.9533333333333,27,43.872,0,NA,NA,1,NA
1776,"A2","N","Low",200,280,"Shorea pauciflora","Spau","Spau1",22.7533333333333,27,43.872,0,NA,NA,1,NA
1777,"A2","N","Low",240,0,"Shorea pauciflora","Spau","Spau1",17.2533333333333,27,43.872,0,NA,NA,1,NA
1778,"A2","N","Low",240,40,"Shorea falciferoides","Sfal","Sfal1",13.7533333333333,27,43.872,0,NA,NA,1,NA
1779,"A2","N","Low",240,80,"Shorea parvifolia","Spar","9QSpar10",18.2533333333333,27,43.872,0,NA,NA,1,NA
1780,"A2","N","Low",240,120,"Shorea beccariana","Sbec","Sbec1",22.3533333333333,27,43.872,0,NA,NA,1,NA
1781,"A2","N","Low",240,160,"Shorea waltonii","Swal","Swal1",23.7533333333333,27,43.872,0,NA,NA,1,NA
1782,"A2","N","Low",240,200,"Shorea acuminatissima","Sacu","8MSacu2",22.5533333333333,27,43.872,0,NA,NA,1,NA
1783,"A2","N","Low",240,240,"Shorea leprosula","Slep","12HSlep8a",24.7533333333333,27,43.872,0,NA,NA,1,NA
1784,"A2","N","Low",240,280,"Shorea smithiana","Ssmi","90Ssmi10m",26.2533333333333,27,43.872,0,NA,NA,1,NA
1785,"A2","N","Low",280,0,"Shorea gibbosa","Sgib","Sgib1",13.7533333333333,27,43.872,0,NA,NA,1,NA
1786,"A2","N","Low",280,40,"Shorea acuminatissima","Sacu","9OSacu3",10.7533333333333,27,43.872,0,NA,NA,1,NA
1787,"A2","N","Low",280,80,"Shorea waltonii","Swal","Swal1",16.0533333333333,27,43.872,0,NA,NA,1,NA
1788,"A2","N","Low",280,120,"Shorea parvifolia","Spar","Spar1RDC",24.2533333333333,27,43.872,0,NA,NA,1,NA
1789,"A2","N","Low",280,160,"Parashorea malaanonan","Pmal","8LPmal9m",35.2533333333333,27,43.872,0,NA,NA,1,NA
1790,"A2","N","Low",280,200,"Parashorea malaanonan","Pmal","12HPmal1a",37.3533333333333,27,43.872,0,NA,NA,1,NA
1791,"A2","N","Low",280,240,"Parashorea tomentella","Ptom","Allptom4a",31.7533333333333,27,43.872,0,NA,NA,1,NA
1792,"A2","N","Low",280,280,"Shorea parvifolia","Spar","9QSpar10",30.7533333333333,27,43.872,0,NA,NA,1,NA
1793,"A2","O","High",0,0,"Shorea xanthophylla","Sxan","9KSxan2a",12.7733333333333,19,92.888,0,NA,NA,1,NA
1794,"A2","O","High",0,40,"Shorea parvifolia","Spar","Spar1RDC",10.4733333333333,19,92.888,0,NA,NA,1,NA
1795,"A2","O","High",0,80,"Shorea leprosula","Slep","9PSlep2m",8.07333333333334,19,92.888,0,NA,NA,1,NA
1796,"A2","O","High",0,120,"Shorea leprosula","Slep","8PSlep2a",8.87333333333334,19,92.888,0,NA,NA,1,NA
1797,"A2","O","High",0,160,"Shorea parvifolia","Spar","9PSpar2",7.47333333333335,19,92.888,0,NA,NA,1,NA
1798,"A2","O","High",0,200,"Shorea mecistopteryx","Smec","Smec1",9.47333333333333,19,92.888,0,NA,NA,1,NA
1799,"A2","O","High",0,240,"Shorea acuminatissima","Sacu","9OSacu3",14.1733333333333,19,92.888,0,NA,NA,1,NA
1800,"A2","O","High",0,280,"Shorea seminis","Ssem","Ssem1",19.0733333333333,19,92.888,0,NA,NA,1,NA
1801,"A2","O","High",40,0,"Parashorea tomentella","Ptom","PtomRDC4a",15.1733333333333,19,92.888,0,NA,NA,1,NA
1802,"A2","O","High",40,40,"Shorea seminis","Ssem","Ssem1",9.17333333333334,19,92.888,0,NA,NA,1,NA
