"ID","longitude","latitude","species","sp","minimum_size","DBH","elevation"
"12QSbec5",606060.111,647214.2493,"Shorea beccariana","Sbec",50,81.2,116.816
"12QSbec6",606032.3959,647235.6992,"Shorea beccariana","Sbec",50,107,120.05601
"12QSbec7",605964.6806,647263.223,"Shorea beccariana","Sbec",50,75,101.358
"12QSbec8",605934.1605,647131.1167,"Shorea beccariana","Sbec",50,38.2,89.16701
"12QSbec9",605934.0925,647171.04,"Shorea beccariana","Sbec",50,95.5,102.956
"90Sbec26",605551.2114,647711.504,"Shorea beccariana","Sbec",50,80,81.26801
"9MSbec1",605220.8678,647736.7403,"Shorea beccariana","Sbec",50,120,88.145
"9MSbec10",605222.7978,647688.8355,"Shorea beccariana","Sbec",50,113,85.649
"9MSbec11",605328.006,647670.5877,"Shorea beccariana","Sbec",50,78,89.273
"9MSbec12",605344.5536,647705.6254,"Shorea beccariana","Sbec",50,66,88.12801
"9MSbec13",605346.4275,647690.8877,"Shorea beccariana","Sbec",50,87,90.826
"9MSbec2",605357.5487,647661.4246,"Shorea beccariana","Sbec",50,80,81.575
"9MSbec4",605311.1992,647788.4866,"Shorea beccariana","Sbec",50,100,81.18301
"9MSbec5",605292.9839,647646.5743,"Shorea beccariana","Sbec",50,142,93.283
"9MSbec6",605272.6996,647641.0121,"Shorea beccariana","Sbec",50,69,91.095
"9MSbec7",605326.1634,647666.8993,"Shorea beccariana","Sbec",50,70,86.40301
"9MSbec8",605311.4241,647655.8186,"Shorea beccariana","Sbec",50,82,88.318
"9MSbec9",605324.313,647674.2666,"Shorea beccariana","Sbec",50,86,90.952
"9NSbec1",605361.1511,647711.1814,"Shorea beccariana","Sbec",50,110,86.228
"9NSbec10",605518.0258,647694.8641,"Shorea beccariana","Sbec",50,61.5,94.97201
"9NSbec11",605518.0602,647674.5954,"Shorea beccariana","Sbec",50,61,90.178
"9NSbec12",605514.3937,647656.1629,"Shorea beccariana","Sbec",50,59,81.98801
"9NSbec2",605364.869,647692.7616,"Shorea beccariana","Sbec",50,95.4,87.37
"9NSbec3",605473.747,647691.1037,"Shorea beccariana","Sbec",50,74,82.597
"9NSbec4",605488.5144,647685.6009,"Shorea beccariana","Sbec",50,56,84.80801
"9NSbec5",605497.6742,647722.4688,"Shorea beccariana","Sbec",50,98.5,87.094
"9NSbec6",605492.1385,647722.4594,"Shorea beccariana","Sbec",50,83.4,86.535
"9NSbec7",605506.9451,647700.3731,"Shorea beccariana","Sbec",50,65,91.301
"9NSbec8",605532.7431,647718.8431,"Shorea beccariana","Sbec",50,50,86.564
"9NSbec9",605532.7932,647689.3613,"Shorea beccariana","Sbec",50,140,95.298
"9OSbec1",605549.278,647761.2514,"Shorea beccariana","Sbec",50,91.6,91.55601
"9OSbec10",605563.9734,647798.1288,"Shorea beccariana","Sbec",50,54.2,90.98
"9OSbec11",605552.9209,647787.0543,"Shorea beccariana","Sbec",50,92.2,93.31901
"9OSbec12",605549.2561,647774.1497,"Shorea beccariana","Sbec",50,60,93.58301
"9OSbec13",605602.8167,647742.9163,"Shorea beccariana","Sbec",50,104,87.013
"9OSbec14",605606.4926,647755.8207,"Shorea beccariana","Sbec",50,80.1,82.03001
"9OSbec15",605606.5396,647728.1816,"Shorea beccariana","Sbec",50,85.6,85.286
"9OSbec16",605625.0031,647717.1573,"Shorea beccariana","Sbec",50,70,79.327
"9OSbec17",605628.657,647742.9602,"Shorea beccariana","Sbec",50,91.4,87.066
"9OSbec18",605645.2576,647746.6736,"Shorea beccariana","Sbec",50,55.6,82.263
"9OSbec19",605641.5943,647726.3986,"Shorea beccariana","Sbec",50,90.5,88.94701
"9OSbec2",605554.8293,647752.0477,"Shorea beccariana","Sbec",50,51,87.70901
"9OSbec20",605656.401,647704.3124,"Shorea beccariana","Sbec",50,96.3,75.797
"9OSbec21",605602.8919,647698.6936,"Shorea beccariana","Sbec",50,50,68.844
"9OSbec22",605562.3641,647663.6149,"Shorea beccariana","Sbec",50,65,84.819
"9OSbec23",605545.7509,647667.2719,"Shorea beccariana","Sbec",50,78,91.701
"9OSbec24",605553.1119,647674.6549,"Shorea beccariana","Sbec",50,53,89.648
"9OSbec25",605547.5418,647694.9142,"Shorea beccariana","Sbec",50,50,89.179
"9OSbec27",605547.5074,647715.183,"Shorea beccariana","Sbec",50,60,81.359
"9OSbec28",605577.1221,647663.64,"Shorea beccariana","Sbec",50,86,88.787
"9OSbec29",605599.274,647658.1498,"Shorea beccariana","Sbec",50,129,85.79301
"9OSbec3",605556.6876,647746.5231,"Shorea beccariana","Sbec",50,105.2,84.453
"9OSbec4",605571.3735,647788.9282,"Shorea beccariana","Sbec",50,130,94.48
"9OSbec5",605584.3031,647783.4223,"Shorea beccariana","Sbec",50,67,88.107
"9OSbec6",605571.3704,647790.7708,"Shorea beccariana","Sbec",50,88,93.769
"9OSbec7",605582.426,647800.0027,"Shorea beccariana","Sbec",50,99.5,85.995
"9OSbec8",605586.1252,647792.6385,"Shorea beccariana","Sbec",50,52.8,87.075
"9OSbec9",605562.1637,647781.5421,"Shorea beccariana","Sbec",50,103.3,95.62
"10LSAGA1",605071.6988,647563.2821,"Shorea confusa","Scon",50,73,88.882
"11QScon1",605930.8158,647287.7335,"Shorea confusa","Scon",50,40,84.356
"8ISaga1",604517.6084,647875.5917,"Shorea confusa","Scon",50,96,71.24001
"10KSfal1",604852.1347,647555.5407,"Shorea falciferoides","Sfal",50,60,76.415
"10KSfal2",604964.8395,647470.9708,"Shorea falciferoides","Sfal",50,64,84.325
"10LSFAL1",605020.171,647485.8052,"Shorea falciferoides","Sfal",50,120,71.467
"10LSFAL2",605108.7102,647504.381,"Shorea falciferoides","Sfal",50,140,88.57401
"10LSFAL3",605007.2166,647506.052,"Shorea falciferoides","Sfal",50,145,77.787
"10MSfal1",605221.1736,647556.1645,"Shorea falciferoides","Sfal",50,105,90.622
"10NSfal1",605532.9559,647593.5456,"Shorea falciferoides","Sfal",50,69.5,88.23901
"10NSfal2",605512.656,647597.1963,"Shorea falciferoides","Sfal",50,115,82.106
"10NSfal3",605527.5079,647541.943,"Shorea falciferoides","Sfal",50,105,92.534
"10NSfal4",605507.2611,647514.2694,"Shorea falciferoides","Sfal",50,120,81.11401
"10NSfal5",605488.799,647517.9232,"Shorea falciferoides","Sfal",50,63.8,84.202
"10NSfal6",605359.5084,647589.5659,"Shorea falciferoides","Sfal",50,61.2,77.478
"10OSfal1",605551.4618,647564.0951,"Shorea falciferoides","Sfal",50,110,88.50301
"10OSfal2",605544.1148,647541.9712,"Shorea falciferoides","Sfal",50,105,94.37401
"10OSfal3",605544.168,647510.6469,"Shorea falciferoides","Sfal",50,64,76.678
"11HSFAL1",604251.0231,647302.0918,"Shorea falciferoides","Sfal",50,51,82.73901
"11HSFAL2",604254.6172,647357.3761,"Shorea falciferoides","Sfal",50,140,81.72
"11HSFAL3",604287.8249,647361.117,"Shorea falciferoides","Sfal",50,120,81.526
"11HSFAL4",604332.0605,647390.6731,"Shorea falciferoides","Sfal",50,123,95.36101
"11HSFAL5",604315.4536,647390.6452,"Shorea falciferoides","Sfal",50,109,96.276
"11HSFAL6",604293.3296,647379.5524,"Shorea falciferoides","Sfal",50,170,89.374
"11KSFAL1",604832.1798,647354.6623,"Shorea falciferoides","Sfal",50,130,71.48901
"11KSFAL2",604957.6447,647358.5592,"Shorea falciferoides","Sfal",50,150,80.52901
"11KSFAL3",604907.9575,647279.2429,"Shorea falciferoides","Sfal",50,52.8,87.533
"11LSFAL1",605166.051,647417.875,"Shorea falciferoides","Sfal",50,109.5,74.513
"11LSFAL2",605127.3606,647382.8,"Shorea falciferoides","Sfal",50,110,79.47
"11LSFAL3",605064.8455,647255.5539,"Shorea falciferoides","Sfal",50,79.5,89.51601
"11MSfal1",605169.78,647399.4553,"Shorea falciferoides","Sfal",50,75,83.66701
"11MSfal2",605252.7899,647414.3367,"Shorea falciferoides","Sfal",50,150,76.92001
"11MSfal3",605199.4894,647285.2633,"Shorea falciferoides","Sfal",50,105,93.604
"11NSfal1",605409.6823,647381.4354,"Shorea falciferoides","Sfal",50,136,72.636
"11NSfal2",605435.4634,647416.4889,"Shorea falciferoides","Sfal",50,96.4,67.606
"11PSfal1",605894.4086,647283.8635,"Shorea falciferoides","Sfal",50,110,78.381
"11QSfal1",605992.1705,647373.827,"Shorea falciferoides","Sfal",50,76,68.96101
"11QSfal2",606078.2625,647386.258,"Shorea falciferoides","Sfal",50,110,72.938
"12JSfal1",604775.2228,647207.1571,"Shorea falciferoides","Sfal",50,110,86.123
"12LSfal1",605005.9093,647185.4349,"Shorea falciferoides","Sfal",50,80,82.775
"12LSfal2",605007.8297,647143.0581,"Shorea falciferoides","Sfal",50,81,69.787
"12MSfal1",605317.8276,647143.5823,"Shorea falciferoides","Sfal",50,114,73.53001
"12OSfal1",605715.758,647155.3133,"Shorea falciferoides","Sfal",50,90,61.351
"12OSfal2",605691.1574,647155.2714,"Shorea falciferoides","Sfal",50,120,62.609
"12OSfal3",605537.4028,647145.7973,"Shorea falciferoides","Sfal",50,230,65.108
"12PSfal1",605774.1613,647173.8388,"Shorea falciferoides","Sfal",50,75,73.56001
"12PSfal2",605746.6239,647090.8742,"Shorea falciferoides","Sfal",50,80,87.58
"12QSfal1",605961.6139,647263.2178,"Shorea falciferoides","Sfal",50,83.5,101.135
"12QSfal2",605930.8995,647238.5972,"Shorea falciferoides","Sfal",50,79.9,86.61101
"12QSfal3",605912.4226,647250.8499,"Shorea falciferoides","Sfal",50,100.3,80.356
"12QSfal4",605967.9678,647140.3874,"Shorea falciferoides","Sfal",50,107.3,106.83601
"12QSfal5",605943.1946,647241.6892,"Shorea falciferoides","Sfal",50,120,98.581
"12QSfal6",606069.3911,647180.4837,"Shorea falciferoides","Sfal",50,127.3,110.76601
"8ISfal1",604498.9592,647997.1727,"Shorea falciferoides","Sfal",50,70,69.549
"8ISfal2",604449.1791,647973.1351,"Shorea falciferoides","Sfal",50,115,79.984
"8NSfal1",605456.7084,647945.3559,"Shorea falciferoides","Sfal",50,55,83.16801
"8OSfal1",605639.3679,647954.8793,"Shorea falciferoides","Sfal",50,60,79.328
"8PSfal1",605809.7765,647935.5149,"Shorea falciferoides","Sfal",50,150,84.122
"9KSfal1",604940.3501,647765.7476,"Shorea falciferoides","Sfal",50,70,69.98801
"9M???4",605346.2587,647790.3887,"Shorea falciferoides","Sfal",50,58,83.173
"9MD??2",605228.374,647664.891,"Shorea falciferoides","Sfal",50,140,82.952
"9MSlev1",605176.4455,647817.7401,"Shorea falciferoides","Sfal",50,160,69.76601
"10NSfox1",605402.0401,647539.8874,"Shorea foxworthyii","Sfox",50,130,60.159
"10QSfox1",606053.4523,647509.0569,"Shorea foxworthyii","Sfox",50,47.7,69.995
"11JS??1",604764.0304,647279.0002,"Shorea foxworthyii","Sfox",50,70,79.773
"11LS??6",605119.9965,647377.2597,"Shorea foxworthyii","Sfox",50,104,80.33701
"11QSfox1",605979.8284,647398.3742,"Shorea foxworthyii","Sfox",50,90,59.441
"12JSfox1",604701.3575,647238.3572,"Shorea foxworthyii","Sfox",50,94,78.90401
"12KSfox1",604847.3791,647093.0368,"Shorea foxworthyii","Sfox",50,80,81.929
"12NSfox1",605500.502,647145.7346,"Shorea foxworthyii","Sfox",50,62.5,58.403
"12OSfox1",605601.8941,647204.2562,"Shorea foxworthyii","Sfox",50,71.5,57.248
"12OSfox2",605654.2148,647179.7769,"Shorea foxworthyii","Sfox",50,10.5,65.279
"12PSfox1",605844.9695,647130.9648,"Shorea foxworthyii","Sfox",50,65,90.744
"12PSfox2",605863.3313,647186.2747,"Shorea foxworthyii","Sfox",50,110,77.394
"12PSfox3",605752.6334,647176.8731,"Shorea foxworthyii","Sfox",50,105,67.297
"12PSfox4",605758.7571,647189.1678,"Shorea foxworthyii","Sfox",50,96.5,63.459
"12PSfox5",605746.603,647103.1582,"Shorea foxworthyii","Sfox",50,72.3,79.902
"9NSfox1",605436.6728,647786.8569,"Shorea foxworthyii","Sfox",50,60,72.87701
"10KS??2",604966.6866,647465.4461,"Shorea gibbosa","Sgib",50,80,81.913
"10LS??1",605025.7565,647456.3327,"Shorea gibbosa","Sgib",50,99,81.65701
"10LS??2",605092.1562,647473.0285,"Shorea gibbosa","Sgib",50,50,82.26
"10LS??3",605147.4129,647532.0857,"Shorea gibbosa","Sgib",50,52,81.58501
"10LS??4",605112.2411,647596.5177,"Shorea gibbosa","Sgib",50,67.4,87.215
"10LS??5",605027.395,647574.2629,"Shorea gibbosa","Sgib",50,59.6,83.553
"10LS??6",605058.8053,647554.0472,"Shorea gibbosa","Sgib",50,51,88.034
"10MSgib1",605184.1857,647607.6951,"Shorea gibbosa","Sgib",50,65,74.165
"10MSgib2",605221.133,647580.1184,"Shorea gibbosa","Sgib",50,100,90.425
"10MSgib3",605333.8477,647490.0212,"Shorea gibbosa","Sgib",50,66,84.90701
"10MSgib4",605326.3976,647528.7035,"Shorea gibbosa","Sgib",50,120,86.789
"10MSgib5",605280.1435,647606.015,"Shorea gibbosa","Sgib",50,55,85.116
"10NSgib1",605488.6207,647622.9521,"Shorea gibbosa","Sgib",50,60,70.422
"10NSgib2",605525.6903,647523.5137,"Shorea gibbosa","Sgib",50,45.5,86.62601
"10NSgib3",605490.6573,647512.3985,"Shorea gibbosa","Sgib",50,45.5,85.71301
"10NSgib4",605488.8209,647505.025,"Shorea gibbosa","Sgib",50,66.5,81.87
"10NSgib5",605481.4238,647512.3829,"Shorea gibbosa","Sgib",50,70,84.284
"10NSgib6",605486.9626,647510.5497,"Shorea gibbosa","Sgib",50,105,85.373
"10NSgib7",605481.452,647495.7994,"Shorea gibbosa","Sgib",50,75,78.844
"10NSgib8",605439.0438,647479.1439,"Shorea gibbosa","Sgib",50,85,69.912
"10NSgib9",605490.7105,647481.0742,"Shorea gibbosa","Sgib",50,95,69.547
"10OSgib1",605641.7729,647621.3697,"Shorea gibbosa","Sgib",50,59,77.20901
"10OSgib2",605547.7671,647562.2462,"Shorea gibbosa","Sgib",50,79.4,91.64301
"10OSgib3",605568.1658,647507.0023,"Shorea gibbosa","Sgib",50,123.6,77.457
"10OSgib4",605571.7962,647540.1756,"Shorea gibbosa","Sgib",50,61,83.659
"10QSgib1",606090.374,647496.8358,"Shorea gibbosa","Sgib",50,50,71.77901
"11KS??1",604806.4729,647275.3865,"Shorea gibbosa","Sgib",50,100,74.76601
"11KS??2",604815.5946,647341.736,"Shorea gibbosa","Sgib",50,106.5,80.145
"11KS??3",604826.6317,647362.0233,"Shorea gibbosa","Sgib",50,56,73.049
"11KS??4",604852.5419,647314.1591,"Shorea gibbosa","Sgib",50,115,79.953
"11KS??6",604892.9943,647400.8301,"Shorea gibbosa","Sgib",50,60.7,83.18301
"11KS??7",604872.6957,647397.1107,"Shorea gibbosa","Sgib",50,59.9,85.578
"11KS??8",604815.4268,647441.2368,"Shorea gibbosa","Sgib",50,53,78.64301
"11KS??9",604963.0341,647445.1711,"Shorea gibbosa","Sgib",50,85,74.496
"11LS??1",605035.2342,647305.2544,"Shorea gibbosa","Sgib",50,66,81.70901
"11LS??3",605011.1244,647375.233,"Shorea gibbosa","Sgib",50,80.1,86.07401
"11LS??4",605090.4413,647393.7932,"Shorea gibbosa","Sgib",50,83.5,86.23701
"11LS??5",605088.5643,647410.3736,"Shorea gibbosa","Sgib",50,70,92.83701
"11MSgib1",605227.1553,647292.6807,"Shorea gibbosa","Sgib",50,69.8,81.11501
"11MSgib2",605254.7619,647335.1075,"Shorea gibbosa","Sgib",50,50,81.82301
"11MSgib3",605332.1144,647421.8415,"Shorea gibbosa","Sgib",50,125,72.64001
"11MSgib4",605311.8144,647425.4923,"Shorea gibbosa","Sgib",50,89.5,84.11401
"11NSgib1",605509.2335,647435.0402,"Shorea gibbosa","Sgib",50,90,73.79
"11NSgib2",605474.1786,647436.8233,"Shorea gibbosa","Sgib",50,57.9,61.938
"11NSgib3",605511.0605,647447.9416,"Shorea gibbosa","Sgib",50,60.2,78.369
"11NSgib4",605428.0757,647418.3189,"Shorea gibbosa","Sgib",50,68.2,69.59901
"12JSgib1",604642.5188,647116.6457,"Shorea gibbosa","Sgib",50,72.5,87.13
"12JSgib2",604677.6407,647081.6952,"Shorea gibbosa","Sgib",50,69,81.482
"12LSgib1",605151.7542,647145.1439,"Shorea gibbosa","Sgib",50,133,73.25
"12LSgib2",605118.5152,647159.8286,"Shorea gibbosa","Sgib",50,110,75.661
"12LSgib3",605037.2979,647178.1175,"Shorea gibbosa","Sgib",50,84,75.249
"12LSgib4",605037.2854,647185.4879,"Shorea gibbosa","Sgib",50,121,80.37
"12LSgib5",605111.3175,647049.2596,"Shorea gibbosa","Sgib",50,55,68.715
"12MSgib1",605168.3332,647161.7555,"Shorea gibbosa","Sgib",50,130,78.20901
"12NSgib1",605503.6788,647087.3905,"Shorea gibbosa","Sgib",50,84.5,57.057
"12OSgib1",605645.0915,647121.4118,"Shorea gibbosa","Sgib",50,80,82.287
"12OSgib2",605635.8266,647139.8223,"Shorea gibbosa","Sgib",50,120,73.83501
"12OSgib3",605602.0506,647112.1256,"Shorea gibbosa","Sgib",50,73.5,76.03001
"12OSgib4",605605.1173,647112.1309,"Shorea gibbosa","Sgib",50,68.3,76.81001
"12PSgib1",605844.9642,647134.0359,"Shorea gibbosa","Sgib",50,134,90.44701
"12PSgib3",605740.4375,647115.4319,"Shorea gibbosa","Sgib",50,60,72.624
"12PSgib4",605906.4297,647161.7798,"Shorea gibbosa","Sgib",50,173,85.87501
"12PSgib5",605906.3408,647213.9872,"Shorea gibbosa","Sgib",50,57,86.678
"12PSgib6",605878.584,647260.0053,"Shorea gibbosa","Sgib",50,90,72.172
"12QSgib1",605943.3358,647158.7716,"Shorea gibbosa","Sgib",50,77.7,101.769
"12QSgib2",605998.6142,647204.9312,"Shorea gibbosa","Sgib",50,50.9,119.88901
"12QSgib3",605977.1176,647189.5395,"Shorea gibbosa","Sgib",50,71,106.844
"12QSgib4",606081.6914,647180.5047,"Shorea gibbosa","Sgib",50,80,107.74901
"8MSgib1",605222.595,647808.6053,"Shorea gibbosa","Sgib",50,90,78.66
"8MSgib2",605274.2457,647819.7485,"Shorea gibbosa","Sgib",50,105,78.91801
"8MSgib3",605351.71,647840.1485,"Shorea gibbosa","Sgib",50,53.3,85.427
"8MSgib4",605342.4859,647834.605,"Shorea gibbosa","Sgib",50,75,86.551
"8OSgib1",605641.2527,647927.2433,"Shorea gibbosa","Sgib",50,59.9,82.43201
"8OSgib2",605595.3086,647822.136,"Shorea gibbosa","Sgib",50,82,71.778
"9M???2",605348.2684,647689.0481,"Shorea gibbosa","Sgib",50,140,90.61401
"9MSgib1",605313.095,647760.8505,"Shorea gibbosa","Sgib",50,93,81.342
"9MSgib2",605185.682,647815.9131,"Shorea gibbosa","Sgib",50,98,73.119
"9MSgib3",605207.862,647793.8393,"Shorea gibbosa","Sgib",50,87,80.844
"9MSgib4",605189.5653,647699.8349,"Shorea gibbosa","Sgib",50,75,87.134
"9MSgib5",605215.379,647709.0918,"Shorea gibbosa","Sgib",50,160,88.479
"9MSgib6",605235.6306,647740.4505,"Shorea gibbosa","Sgib",50,100,85.42101
"9MSgib7",605243.0259,647727.5647,"Shorea gibbosa","Sgib",50,80,84.08801
"9MSgib8",605274.3737,647744.2014,"Shorea gibbosa","Sgib",50,69,78.397
"9MSgib9",605300.1811,647757.1435,"Shorea gibbosa","Sgib",50,100,82.553
"9MSpar2",605183.8019,647834.3361,"Shorea gibbosa","Sgib",50,53,71.389
"9NSgib1",605377.6298,647786.7567,"Shorea gibbosa","Sgib",50,73,87.61401
"9NSgib2",605388.6604,647810.7293,"Shorea gibbosa","Sgib",50,88,84.856
"9NSgib3",605362.9843,647720.3977,"Shorea gibbosa","Sgib",50,60,82.72501
"9NSgib4",605374.1119,647687.2494,"Shorea gibbosa","Sgib",50,70,82.93
"9NSgib5",605395.5851,647644.5371,"Shorea gibbosa","Sgib",50,60,75.53101
"9NSgib6",605396.3013,647659.6478,"Shorea gibbosa","Sgib",50,50,78.69501
"9NSgib7",605503.2536,647696.6816,"Shorea gibbosa","Sgib",50,63,90.245
"9NSgib8",605521.5654,647781.4731,"Shorea gibbosa","Sgib",50,100,81.372
"9OSgib1",605543.7611,647750.1863,"Shorea gibbosa","Sgib",50,120,83.98
"9OSgib10",605586.3883,647637.8592,"Shorea gibbosa","Sgib",50,76.5,87.11301
"9OSgib11",605597.447,647645.2483,"Shorea gibbosa","Sgib",50,53,88.47201
"9OSgib12",605687.6123,647794.6537,"Shorea gibbosa","Sgib",50,100,86.702
"9OSgib13",605684.0447,647724.6282,"Shorea gibbosa","Sgib",50,80,88.693
"9OSgib2",605589.8544,647774.2187,"Shorea gibbosa","Sgib",50,50,85.313
"9OSgib3",605569.5184,647792.6103,"Shorea gibbosa","Sgib",50,73.5,93.047
"9OSgib4",605549.1935,647811.0019,"Shorea gibbosa","Sgib",50,90,83.689
"9OSgib5",605619.4486,647728.2035,"Shorea gibbosa","Sgib",50,85,85.96101
"9OSgib6",605687.7784,647696.9953,"Shorea gibbosa","Sgib",50,55,75.01601
"9OSgib7",605591.8613,647674.7208,"Shorea gibbosa","Sgib",50,135,85.534
"9OSgib8",605580.837,647647.0628,"Shorea gibbosa","Sgib",50,80,89.092
"9OSgib9",605588.2153,647650.7605,"Shorea gibbosa","Sgib",50,46.7,91.54601
"10ISjoh01",604560.5578,647577.1608,"Shorea johorensis","Sjoh",50,100,68.778
"10ISjoh02",604547.6624,647562.3982,"Shorea johorensis","Sjoh",50,110,68.28201
"10ISjoh03",604562.4111,647567.9509,"Shorea johorensis","Sjoh",50,70,68.90601
"10ISjoh04",604481.2813,647534.6474,"Shorea johorensis","Sjoh",50,156,68.40701
"10ISjoh05",604562.4948,647518.2005,"Shorea johorensis","Sjoh",50,120,68.39101
"10ISjoh06",604516.3595,647525.4934,"Shorea johorensis","Sjoh",50,130,68.929
"10ISjoh07",604566.1833,647523.7345,"Shorea johorensis","Sjoh",50,73,67.15401
"10ISjoh08",604560.6539,647520.04,"Shorea johorensis","Sjoh",50,76,68.301
"10ISjoh09",604544.078,647501.586,"Shorea johorensis","Sjoh",50,122,68.452
"10ISjoh10",604577.298,647497.9567,"Shorea johorensis","Sjoh",50,101,68.688
"10ISjoh11",604586.5359,647488.7591,"Shorea johorensis","Sjoh",50,84,67.62901
"10ISjoh12",604568.0615,647499.7837,"Shorea johorensis","Sjoh",50,80,68.69701
"10ISjoh13",604580.9816,647499.8054,"Shorea johorensis","Sjoh",50,63.4,68.52901
"10ISjoh14",604595.7459,647496.1451,"Shorea johorensis","Sjoh",50,87,67.69601
"10ISjoh15",604584.7087,647475.8578,"Shorea johorensis","Sjoh",50,81.3,68.62
"10ISjoh16",604571.8368,647453.7248,"Shorea johorensis","Sjoh",50,95,68.594
"10ISjoh17",604592.1366,647450.0737,"Shorea johorensis","Sjoh",50,100,67.592
"10ISjoh18",604549.5981,647510.8083,"Shorea johorensis","Sjoh",50,96,68.456
"10ISjoh19",604534.8136,647519.9966,"Shorea johorensis","Sjoh",50,105,68.505
"10ISjoh20",604523.7299,647527.3483,"Shorea johorensis","Sjoh",50,120,68.901
"10ISjoh21",604544.0656,647508.9565,"Shorea johorensis","Sjoh",50,105,68.441
"10ISjoh22",604595.6745,647538.525,"Shorea johorensis","Sjoh",50,80,67.612
"10ISjoh23",604577.2639,647518.2253,"Shorea johorensis","Sjoh",50,71,67.83601
"10ISjoh24",604586.539,647486.9166,"Shorea johorensis","Sjoh",50,124,67.93401
"10ISjoh25",604599.3351,647560.6425,"Shorea johorensis","Sjoh",50,100,68.903
"10JSjoh1",604660.3698,647475.9852,"Shorea johorensis","Sjoh",50,80,72.62901
"10JSjoh10",604697.2456,647490.7882,"Shorea johorensis","Sjoh",50,100,69.632
"10JSjoh11",604793.0947,647553.5986,"Shorea johorensis","Sjoh",50,110,67.67001
"10JSjoh12",604804.2281,647516.765,"Shorea johorensis","Sjoh",50,106,68.346
"10JSjoh13",604783.9172,647520.4161,"Shorea johorensis","Sjoh",50,95,68.126
"10JSjoh14",604802.3637,647525.975,"Shorea johorensis","Sjoh",50,79.5,68.14001
"10JSjoh15",604793.0108,647603.349,"Shorea johorensis","Sjoh",50,120,67.909
"10JSjoh16",604732.0785,647627.2002,"Shorea johorensis","Sjoh",50,100,67.978
"10JSjoh17",604702.6322,647579.2427,"Shorea johorensis","Sjoh",50,110,68.83
"10JSjoh18",604649.131,647575.4673,"Shorea johorensis","Sjoh",50,95,67.24001
"10JSjoh19",604641.7744,647558.8714,"Shorea johorensis","Sjoh",50,90,67.482
"10JSjoh2",604654.8342,647475.9759,"Shorea johorensis","Sjoh",50,71,72.438
"10JSjoh20",604621.4063,647603.0598,"Shorea johorensis","Sjoh",50,126,67.917
"10JSjoh21",604619.5915,647582.788,"Shorea johorensis","Sjoh",50,80,68.292
"10JSjoh22",604661.9501,647628.9247,"Shorea johorensis","Sjoh",50,85,67.839
"10JSjoh3",604647.4217,647492.5469,"Shorea johorensis","Sjoh",50,85,70.62901
"10JSjoh4",604621.5397,647523.8277,"Shorea johorensis","Sjoh",50,130,68.401
"10JSjoh5",604673.161,647546.026,"Shorea johorensis","Sjoh",50,85,69.287
"10JSjoh6",604678.6749,647558.9336,"Shorea johorensis","Sjoh",50,90,70.01
"10JSjoh7",604658.3813,647558.8994,"Shorea johorensis","Sjoh",50,90,68.304
"10JSjoh8",604721.1594,647536.8938,"Shorea johorensis","Sjoh",50,105,69.32301
"10JSjoh9",604649.221,647522.0317,"Shorea johorensis","Sjoh",50,95,68.03001
"10KSjoh1",604824.5062,647526.0124,"Shorea johorensis","Sjoh",50,140,70.673
"10KSjoh10",604791.1433,647614.4015,"Shorea johorensis","Sjoh",50,105,67.87901
"10KSjoh2",604855.9054,647505.7965,"Shorea johorensis","Sjoh",50,140,73.521
"10KSjoh3",604807.8527,647553.6235,"Shorea johorensis","Sjoh",50,79,67.883
"10KSjoh4",604833.7628,647505.7592,"Shorea johorensis","Sjoh",50,100,68.762
"10KSjoh5",604914.9254,647526.1649,"Shorea johorensis","Sjoh",50,93,80.554
"10KSjoh6",604909.2186,647627.499,"Shorea johorensis","Sjoh",50,100,68.428
"10KSjoh7",604820.6423,647631.0348,"Shorea johorensis","Sjoh",50,125,67.64001
"10KSjoh8",604815.1875,647583.1176,"Shorea johorensis","Sjoh",50,105,67.05801
"10KSjoh9",604822.5641,647581.2875,"Shorea johorensis","Sjoh",50,87,67.19801
"10OSjoh1",605658.5271,647534.7951,"Shorea johorensis","Sjoh",50,95,62.313
"10OSjoh2",605673.3056,647529.2924,"Shorea johorensis","Sjoh",50,110,58.892
"10OSjoh3",605658.5928,647496.1003,"Shorea johorensis","Sjoh",50,75,57.975
"10OSjoh4",605702.7621,647564.3523,"Shorea johorensis","Sjoh",50,100,59.335
"10OSjoh5",605708.2915,647568.0469,"Shorea johorensis","Sjoh",50,95,59.587
"10PSjoh1",605748.8247,647606.4423,"Shorea johorensis","Sjoh",50,70,58.978
"10PSjoh10",605763.3453,647531.2882,"Shorea johorensis","Sjoh",50,115,59.176
"10PSjoh11",605777.7474,647525.7849,"Shorea johorensis","Sjoh",50,60.5,60.827
"10PSjoh2",605738.8756,647597.5808,"Shorea johorensis","Sjoh",50,71.6,59.52
"10PSjoh3",605733.3512,647590.938,"Shorea johorensis","Sjoh",50,67.8,58.785
"10PSjoh4",605789.8431,647574.4506,"Shorea johorensis","Sjoh",50,120,58.333
"10PSjoh5",605738.932,647564.4138,"Shorea johorensis","Sjoh",50,70,58.005
"10PSjoh6",605753.3473,647551.1715,"Shorea johorensis","Sjoh",50,110,58.354
"10PSjoh7",605744.494,647548.9453,"Shorea johorensis","Sjoh",50,90,58.35
