"","ID","longitude","latitude","species","sp","mlim","DBH","life_strategy","elevation","species_wood_density"
"1157","9HPmal02",604360.9719,647757.4013,"Parashorea malaanonan","Pmal",50,83,"Emergent",77.731,0.415
"1158","9HPmal03",604373.9243,647731.6264,"Parashorea malaanonan","Pmal",50,76,"Emergent",79.206,0.415
"1159","9HPmal04",604353.6771,647703.9532,"Parashorea malaanonan","Pmal",50,87,"Emergent",75.506,0.415
"1160","9HPmal05",604456.9554,647733.6086,"Parashorea malaanonan","Pmal",50,81,"Emergent",71.60201,0.415
"1161","9HPmal06",604409.1355,647643.2402,"Parashorea malaanonan","Pmal",50,115,"Emergent",72.049,0.415
"1162","9HPmal07",604320.5222,647668.888,"Parashorea malaanonan","Pmal",50,130,"Emergent",74.01501,0.415
"1163","9IPmal01",604578.7389,647733.8135,"Parashorea malaanonan","Pmal",50,130,"Emergent",71.467,0.415
"1164","9IPmal02",604534.3269,647809.2858,"Parashorea malaanonan","Pmal",50,85,"Emergent",76.333,0.415
"1165","9IPmal03",604464.2283,647799.9548,"Parashorea malaanonan","Pmal",50,120,"Emergent",83.173,0.415
"1166","9IPmal04",604460.5571,647790.7356,"Parashorea malaanonan","Pmal",50,132,"Emergent",84.719,0.415
"1167","9IPmal05",604467.9646,647770.4793,"Parashorea malaanonan","Pmal",50,120,"Emergent",78.107,0.415
"1168","9JPmal1",604626.6937,647750.4777,"Parashorea malaanonan","Pmal",50,90,"Emergent",67.52901,0.415
"1169","9JPmal2",604643.2105,647803.9413,"Parashorea malaanonan","Pmal",50,95,"Emergent",70.926,0.415
"1170","9JPmal3",604717.0455,647783.797,"Parashorea malaanonan","Pmal",50,85,"Emergent",69.87601,0.415
"1171","9KPmal1",604934.8892,647721.5157,"Parashorea malaanonan","Pmal",50,53.5,"Emergent",77.78201,0.415
"1172","9KPmal2",604936.7816,647695.7223,"Parashorea malaanonan","Pmal",50,96,"Emergent",74.649,0.415
"1173","9LPMAL1",605023.5121,647690.341,"Parashorea malaanonan","Pmal",50,105,"Emergent",72.03101,0.415
"1174","9LPMAL10",604973.6416,647719.7386,"Parashorea malaanonan","Pmal",50,130,"Emergent",72.953,0.415
"1175","9LPMAL2",605080.7141,647692.2804,"Parashorea malaanonan","Pmal",50,120,"Emergent",73.37601,0.415
"1176","9LPMAL3",605084.3541,647719.9257,"Parashorea malaanonan","Pmal",50,100,"Emergent",76.605,0.415
"1177","9LPMAL4",605093.4456,647797.3309,"Parashorea malaanonan","Pmal",50,73,"Emergent",74.345,0.415
"1178","9LPMAL5",605076.8106,647813.8863,"Parashorea malaanonan","Pmal",50,55.7,"Emergent",73.027,0.415
"1179","9LPMAL6",605067.6164,647797.2873,"Parashorea malaanonan","Pmal",50,97,"Emergent",76.729,0.415
"1180","9LPMAL7",605089.8492,647743.889,"Parashorea malaanonan","Pmal",50,110,"Emergent",77.21001,0.415
"1181","9LPMAL8",605032.5195,647817.4966,"Parashorea malaanonan","Pmal",50,85,"Emergent",73.205,0.415
"1182","9LPMAL9",605017.8643,647756.6656,"Parashorea malaanonan","Pmal",50,80,"Emergent",67.37901,0.415
"1183","9MPmal1",605231.861,647782.8243,"Parashorea malaanonan","Pmal",50,50,"Emergent",87.969,0.415
"1184","9MPmal2",605272.6466,647672.3364,"Parashorea malaanonan","Pmal",50,80,"Emergent",87.9,0.415
"1185","9MPmal3",605185.8786,647699.8287,"Parashorea malaanonan","Pmal",50,100,"Emergent",85.16901,0.415
"1186","9MPmal4",605331.6115,647718.5018,"Parashorea malaanonan","Pmal",50,90,"Emergent",83.083,0.415
"1187","9NPmal1",605397.9859,647749.9388,"Parashorea malaanonan","Pmal",50,100,"Emergent",71.471,0.415
"1188","9NPmal2",605427.4879,647764.7299,"Parashorea malaanonan","Pmal",50,80,"Emergent",73.006,0.415
"1189","9NPmal3",605416.3854,647783.1371,"Parashorea malaanonan","Pmal",50,110,"Emergent",75.537,0.415
"1190","9OPmal1",605665.7142,647650.8922,"Parashorea malaanonan","Pmal",50,80,"Emergent",64.576,0.415
"1191","9OPmal2",605641.751,647634.2679,"Parashorea malaanonan","Pmal",50,74,"Emergent",78.833,0.415
"1192","9OPmal3",605719.1182,647711.7895,"Parashorea malaanonan","Pmal",50,61.5,"Emergent",73.257,0.415
"1193","9PPmal1",605861.163,647737.8281,"Parashorea malaanonan","Pmal",50,65,"Emergent",59.495,0.415
"1194","9PPmal2",605862.9035,647794.9521,"Parashorea malaanonan","Pmal",50,56.9,"Emergent",59.834,0.415
"1195","9QPmal1",606049.929,647770.0888,"Parashorea malaanonan","Pmal",50,140,"Emergent",61.628,0.415
"1196","10HPtom01",604433.164,647621.1692,"Parashorea tomentella","Ptom",50,58,"Emergent",68.924,0.52
"1197","10HPtom02",604307.7258,647595.162,"Parashorea tomentella","Ptom",50,120,"Emergent",84.842,0.52
"1198","10HPtom03",604304.0669,647578.5724,"Parashorea tomentella","Ptom",50,75,"Emergent",86.36401,0.52
"1199","10HPtom04",604329.9549,647543.6062,"Parashorea tomentella","Ptom",50,110,"Emergent",72.62601,0.52
"1200","10HPtom05",604346.5402,647556.5324,"Parashorea tomentella","Ptom",50,90,"Emergent",70.204,0.52
"1201","10HPtom06",604424.0482,647551.1347,"Parashorea tomentella","Ptom",50,64,"Emergent",69.049,0.52
"1202","10HPtom07",604379.6827,647598.968,"Parashorea tomentella","Ptom",50,104,"Emergent",82.01501,0.52
"1203","10HPtom08",604396.3515,647562.1438,"Parashorea tomentella","Ptom",50,80,"Emergent",70.316,0.52
"1204","10HPtom09",604342.8627,647550.9983,"Parashorea tomentella","Ptom",50,120,"Emergent",70.764,0.52
"1205","10HPtom10",604307.8248,647536.1987,"Parashorea tomentella","Ptom",50,100,"Emergent",70.564,0.52
"1206","10HPtom11",604274.5894,647549.0411,"Parashorea tomentella","Ptom",50,99,"Emergent",79.53101,0.52
"1207","10HPtom12",604416.7677,647495.8441,"Parashorea tomentella","Ptom",50,110,"Emergent",79.66,0.52
"1208","10HPtom13",604411.1825,647525.3166,"Parashorea tomentella","Ptom",50,90,"Emergent",75.11501,0.52
"1209","10HPtom14",604405.5973,647554.7889,"Parashorea tomentella","Ptom",50,70,"Emergent",68.92101,0.52
"1210","10HPtom15",604385.336,647528.9583,"Parashorea tomentella","Ptom",50,90,"Emergent",71.191,0.52
"1211","10HPtom16",604372.3805,647556.5758,"Parashorea tomentella","Ptom",50,110,"Emergent",69.94801,0.52
"1212","10HPtom17",604354.0113,647504.9518,"Parashorea tomentella","Ptom",50,79,"Emergent",72.797,0.52
"1213","10HPtom18",604409.4543,647453.4518,"Parashorea tomentella","Ptom",50,105,"Emergent",71.201,0.52
"1214","10HPtom19",604411.2785,647468.1957,"Parashorea tomentella","Ptom",50,98,"Emergent",75.534,0.52
"1215","10HPtom20",604355.9716,647438.621,"Parashorea tomentella","Ptom",50,80,"Emergent",78.35001,0.52
"1216","10HPtom21",604346.6206,647508.6246,"Parashorea tomentella","Ptom",50,99,"Emergent",70.945,0.52
"1217","10HPtom22",604274.6481,647514.0317,"Parashorea tomentella","Ptom",50,130,"Emergent",70.217,0.52
"1218","10IPtom01",604442.408,647608.2866,"Parashorea tomentella","Ptom",50,132,"Emergent",70.269,0.52
"1219","10IPtom02",604466.4552,647575.16,"Parashorea tomentella","Ptom",50,90,"Emergent",69.71101,0.52
"1220","10IPtom03",604492.2689,647584.4164,"Parashorea tomentella","Ptom",50,105,"Emergent",68.54,0.52
"1221","10IPtom04",604501.4944,647582.5893,"Parashorea tomentella","Ptom",50,75,"Emergent",68.992,0.52
"1222","10IPtom05",604521.8425,647556.827,"Parashorea tomentella","Ptom",50,93,"Emergent",67.36,0.52
"1223","10IPtom06",604516.2975,647562.3455,"Parashorea tomentella","Ptom",50,125,"Emergent",68.13,0.52
"1224","10IPtom07",604571.6042,647591.9203,"Parashorea tomentella","Ptom",50,70,"Emergent",70.568,0.52
"1225","10IPtom08",604573.4204,647604.8216,"Parashorea tomentella","Ptom",50,85,"Emergent",74.18501,0.52
"1226","10IPtom09",604444.3127,647575.1228,"Parashorea tomentella","Ptom",50,77,"Emergent",68.077,0.52
"1227","10IPtom10",604455.5171,647495.9093,"Parashorea tomentella","Ptom",50,75,"Emergent",76.402,0.52
"1228","10IPtom11",604490.5192,647525.4499,"Parashorea tomentella","Ptom",50,87,"Emergent",69.055,0.52
"1229","10IPtom12",604516.3285,647543.9194,"Parashorea tomentella","Ptom",50,72,"Emergent",68.831,0.52
"1230","10IPtom13",604523.7237,647531.0336,"Parashorea tomentella","Ptom",50,60,"Emergent",68.984,0.52
"1231","10IPtom14",604499.7402,647532.8358,"Parashorea tomentella","Ptom",50,100,"Emergent",68.705,0.52
"1232","10IPtom15",604448.1264,647499.582,"Parashorea tomentella","Ptom",50,130,"Emergent",75.65501,0.52
"1233","10IPtom16",604527.5269,647468.3911,"Parashorea tomentella","Ptom",50,100,"Emergent",68.62901,0.52
"1234","10IPtom17",604582.8988,647459.2713,"Parashorea tomentella","Ptom",50,83,"Emergent",68.383,0.52
"1235","10IPtom18",604586.57,647468.4905,"Parashorea tomentella","Ptom",50,64.6,"Emergent",68.26801,0.52
"1236","10IPtom19",604520.1392,647470.2214,"Parashorea tomentella","Ptom",50,80,"Emergent",68.631,0.52
"1237","10JPtom1",604630.8303,647483.3058,"Parashorea tomentella","Ptom",50,90,"Emergent",71.46101,0.52
"1238","10JPtom10",604669.3501,647619.7241,"Parashorea tomentella","Ptom",50,90,"Emergent",66.94701,0.52
"1239","10JPtom11",604665.713,647590.2361,"Parashorea tomentella","Ptom",50,70,"Emergent",67.677,0.52
"1240","10JPtom12",604638.0101,647604.9303,"Parashorea tomentella","Ptom",50,60,"Emergent",68.089,0.52
"1241","10JPtom13",604656.402,647636.2858,"Parashorea tomentella","Ptom",50,75,"Emergent",68.606,0.52
"1242","10JPtom2",604612.3342,647507.2287,"Parashorea tomentella","Ptom",50,100,"Emergent",68.646,0.52
"1243","10JPtom3",604623.3806,647521.9881,"Parashorea tomentella","Ptom",50,63,"Emergent",68.372,0.52
"1244","10JPtom4",604627.0784,647521.9944,"Parashorea tomentella","Ptom",50,90,"Emergent",68.343,0.52
"1245","10JPtom5",604595.69,647529.312,"Parashorea tomentella","Ptom",50,120,"Emergent",67.465,0.52
"1246","10JPtom6",604643.6264,647557.0319,"Parashorea tomentella","Ptom",50,75,"Emergent",67.205,0.52
"1247","10JPtom7",604695.3066,647544.2206,"Parashorea tomentella","Ptom",50,88,"Emergent",69.55801,0.52
"1248","10JPtom8",604662.1766,647494.4143,"Parashorea tomentella","Ptom",50,50,"Emergent",69.07201,0.52
"1249","10JPtom9",604778.2076,647623.5928,"Parashorea tomentella","Ptom",50,61.9,"Emergent",67.79501,0.52
"1250","10KPtom1",604844.7719,647542.6301,"Parashorea tomentella","Ptom",50,120,"Emergent",77.442,0.52
"1251","10KPtom10",604968.4173,647535.4683,"Parashorea tomentella","Ptom",50,62,"Emergent",74.923,0.52
"1252","10KPtom11",604986.87,647537.3421,"Parashorea tomentella","Ptom",50,70,"Emergent",78.71101,0.52
"1253","10KPtom12",604931.4389,647581.4712,"Parashorea tomentella","Ptom",50,80,"Emergent",69.732,0.52
"1254","10KPtom13",604898.2096,647590.6282,"Parashorea tomentella","Ptom",50,68,"Emergent",70.426,0.52
"1255","10KPtom14",604828.0065,647636.5751,"Parashorea tomentella","Ptom",50,61,"Emergent",68.166,0.52
"1256","10KPtom2",604863.2277,647542.6612,"Parashorea tomentella","Ptom",50,82,"Emergent",81.03001,0.52
"1257","10KPtom3",604866.8958,647553.7231,"Parashorea tomentella","Ptom",50,88,"Emergent",81.55801,0.52
"1258","10KPtom4",604842.9714,647520.5157,"Parashorea tomentella","Ptom",50,72,"Emergent",72.895,0.52
"1259","10KPtom5",604946.2405,647555.6996,"Parashorea tomentella","Ptom",50,140,"Emergent",71.328,0.52
"1260","10KPtom6",604926.034,647504.0723,"Parashorea tomentella","Ptom",50,69,"Emergent",75.547,0.52
"1261","10KPtom7",604894.6953,647481.9081,"Parashorea tomentella","Ptom",50,96,"Emergent",75.175,0.52
"1262","10KPtom8",604924.2224,647481.9579,"Parashorea tomentella","Ptom",50,72,"Emergent",71.639,0.52
"1263","10KPtom9",604931.6816,647437.7478,"Parashorea tomentella","Ptom",50,101,"Emergent",72.124,0.52
"1264","10LPTOM1",605049.5718,647554.0316,"Parashorea tomentella","Ptom",50,70,"Emergent",87.732,0.52
"1265","10LPTOM2",604970.2102,647568.6384,"Parashorea tomentella","Ptom",50,80,"Emergent",69.152,0.52
"1266","10LPTOM3",604992.3807,647552.0923,"Parashorea tomentella","Ptom",50,70,"Emergent",74.43201,0.52
"1267","10LPTOM4",604996.0893,647539.2002,"Parashorea tomentella","Ptom",50,102,"Emergent",82.05,0.52
"1268","10LPTOM5",605003.4582,647548.4258,"Parashorea tomentella","Ptom",50,80,"Emergent",75.82201,0.52
"1269","10LPTOM6",605007.0017,647633.192,"Parashorea tomentella","Ptom",50,51,"Emergent",82.284,0.52
"1270","10LPTOM7",605034.7266,647605.5997,"Parashorea tomentella","Ptom",50,70,"Emergent",81.091,0.52
"1271","10LPTOM8",604995.9367,647629.4881,"Parashorea tomentella","Ptom",50,96,"Emergent",81.51701,0.52
"1272","10MPtom1",605178.6656,647598.4727,"Parashorea tomentella","Ptom",50,85,"Emergent",74.162,0.52
"1273","10NPtom1",605481.2737,647600.8282,"Parashorea tomentella","Ptom",50,89.5,"Emergent",64.694,0.52
"1274","10NPtom10",605433.3362,647580.4781,"Parashorea tomentella","Ptom",50,70,"Emergent",65.37,0.52
"1275","10NPtom11",605429.6276,647593.3702,"Parashorea tomentella","Ptom",50,70,"Emergent",62.168,0.52
"1276","10NPtom12",605418.622,647554.6566,"Parashorea tomentella","Ptom",50,64.5,"Emergent",60.347,0.52
"1277","10NPtom13",605396.3982,647602.5268,"Parashorea tomentella","Ptom",50,64.5,"Emergent",73.647,0.52
"1278","10NPtom14",605364.9784,647628.2702,"Parashorea tomentella","Ptom",50,70,"Emergent",79.57201,0.52
"1279","10NPtom15",605436.9698,647611.8087,"Parashorea tomentella","Ptom",50,80,"Emergent",62.656,0.52
"1280","10NPtom2",605481.2205,647632.1527,"Parashorea tomentella","Ptom",50,55,"Emergent",69.21101,0.52
"1281","10NPtom3",605487.0471,647460.7992,"Parashorea tomentella","Ptom",50,107.2,"Emergent",74.038,0.52
"1282","10NPtom4",605407.7101,647460.6646,"Parashorea tomentella","Ptom",50,70,"Emergent",61.523,0.52
"1283","10NPtom5",605402.1838,647455.1274,"Parashorea tomentella","Ptom",50,70,"Emergent",61.95,0.52
"1284","10NPtom6",605366.9835,647536.1428,"Parashorea tomentella","Ptom",50,130,"Emergent",64.061,0.52
"1285","10NPtom7",605440.7708,647551.0088,"Parashorea tomentella","Ptom",50,80,"Emergent",60.328,0.52
"1286","10NPtom8",605464.72,647569.4757,"Parashorea tomentella","Ptom",50,90,"Emergent",67.19801,0.52
"1287","10NPtom9",605453.6049,647595.2534,"Parashorea tomentella","Ptom",50,80,"Emergent",65.58601,0.52
"1288","10OPtom1",605662.1277,647591.9224,"Parashorea tomentella","Ptom",50,125,"Emergent",64.353,0.52
"1289","10OPtom10",605608.8127,647472.0617,"Parashorea tomentella","Ptom",50,71,"Emergent",65.26801,0.52
"1290","10OPtom11",605614.3264,647484.9693,"Parashorea tomentella","Ptom",50,100,"Emergent",63.696,0.52
"1291","10OPtom12",605617.9866,647507.087,"Parashorea tomentella","Ptom",50,75,"Emergent",65.385,0.52
"1292","10OPtom13",605636.3876,647532.9149,"Parashorea tomentella","Ptom",50,110,"Emergent",63.569,0.52
"1293","10OPtom14",605656.7644,647490.5693,"Parashorea tomentella","Ptom",50,83,"Emergent",57.93,0.52
"1294","10OPtom15",605651.2287,647490.5599,"Parashorea tomentella","Ptom",50,69,"Emergent",57.84,0.52
"1295","10OPtom16",605643.8755,647472.1213,"Parashorea tomentella","Ptom",50,120,"Emergent",63.539,0.52
"1296","10OPtom17",605708.4137,647496.185,"Parashorea tomentella","Ptom",50,110,"Emergent",58.173,0.52
"1297","10OPtom18",605713.8428,647558.8433,"Parashorea tomentella","Ptom",50,59.2,"Emergent",59.137,0.52
"1298","10OPtom19",605678.6783,647625.1177,"Parashorea tomentella","Ptom",50,80,"Emergent",65.708,0.52
"1299","10OPtom2",605608.5778,647610.2576,"Parashorea tomentella","Ptom",50,110,"Emergent",69.497,0.52
"1300","10OPtom3",605564.3616,647569.6449,"Parashorea tomentella","Ptom",50,95,"Emergent",77.40401,0.52
"1301","10OPtom4",605608.7156,647529.1826,"Parashorea tomentella","Ptom",50,75,"Emergent",62.083,0.52
"1302","10OPtom5",605549.7631,647475.6466,"Parashorea tomentella","Ptom",50,65,"Emergent",59.479,0.52
"1303","10OPtom6",605571.9433,647453.5729,"Parashorea tomentella","Ptom",50,90,"Emergent",60.091,0.52
"1304","10OPtom7",605562.7084,647460.9277,"Parashorea tomentella","Ptom",50,120,"Emergent",59.639,0.52
"1305","10OPtom8",605610.6992,647449.9535,"Parashorea tomentella","Ptom",50,70,"Emergent",64.663,0.52
"1306","10OPtom9",605612.5042,647475.7532,"Parashorea tomentella","Ptom",50,56.5,"Emergent",64.03201,0.52
"1307","10PPtom1",605888.5377,647480.6451,"Parashorea tomentella","Ptom",50,71.5,"Emergent",62.227,0.52
"1308","10PPtom2",605839.711,647546.8962,"Parashorea tomentella","Ptom",50,51.2,"Emergent",65.08801,0.52
"1309","10PPtom3",605748.8266,647605.3368,"Parashorea tomentella","Ptom",50,65,"Emergent",58.919,0.52
"1310","10PPtom4",605819.8109,647530.2788,"Parashorea tomentella","Ptom",50,80,"Emergent",61.029,0.52
"1311","10PPtom5",605826.4574,647528.0789,"Parashorea tomentella","Ptom",50,110,"Emergent",62.603,0.52
"1312","10PPtom6",605766.7119,647504.7603,"Parashorea tomentella","Ptom",50,57,"Emergent",64.51,0.52
"1313","10QPtom1",606044.0727,647601.172,"Parashorea tomentella","Ptom",50,115,"Emergent",59.851,0.52
"1314","10QPtom2",606090.2587,647564.3983,"Parashorea tomentella","Ptom",50,85,"Emergent",66.245,0.52
"1315","10QPtom3",605954.8457,647622.5169,"Parashorea tomentella","Ptom",50,78,"Emergent",60.609,0.52
"1316","11HPTOM1",604411.4858,647344.7411,"Parashorea tomentella","Ptom",50,82,"Emergent",69.344,0.52
"1317","11HPTOM10",604402.0884,647442.3838,"Parashorea tomentella","Ptom",50,78.1,"Emergent",69.42101,0.52
"1318","11HPTOM11",604392.8784,647434.9978,"Parashorea tomentella","Ptom",50,71.3,"Emergent",69.316,0.52
"1319","11HPTOM12",604396.5651,647435.004,"Parashorea tomentella","Ptom",50,91.2,"Emergent",69.063,0.52
"1320","11HPTOM13",604398.4357,647422.1089,"Parashorea tomentella","Ptom",50,71,"Emergent",73.18501,0.52
"1321","11HPTOM14",604394.7737,647407.3619,"Parashorea tomentella","Ptom",50,88.6,"Emergent",77.923,0.52
"1322","11HPTOM15",604396.6301,647396.3093,"Parashorea tomentella","Ptom",50,62.5,"Emergent",75.938,0.52
"1323","11HPTOM16",604332.1069,647363.034,"Parashorea tomentella","Ptom",50,115,"Emergent",86.51,0.52
"1324","11HPTOM17",604356.1479,647333.5925,"Parashorea tomentella","Ptom",50,86.7,"Emergent",75.19,0.52
"1325","11HPTOM18",604363.5492,647317.0214,"Parashorea tomentella","Ptom",50,61,"Emergent",71.14201,0.52
"1326","11HPTOM19",604311.8782,647324.3052,"Parashorea tomentella","Ptom",50,100,"Emergent",71.028,0.52
"1327","11HPTOM2",604398.5687,647342.8769,"Parashorea tomentella","Ptom",50,80,"Emergent",69.299,0.52
"1328","11HPTOM20",604311.872,647327.9904,"Parashorea tomentella","Ptom",50,55.3,"Emergent",72.053,0.52
"1329","11HPTOM3",604409.5905,647372.3771,"Parashorea tomentella","Ptom",50,130,"Emergent",69.58501,0.52
"1330","11HPTOM4",604369.0199,647355.7255,"Parashorea tomentella","Ptom",50,66,"Emergent",72.30701,0.52
"1331","11HPTOM5",604247.1368,647414.4845,"Parashorea tomentella","Ptom",50,70,"Emergent",80.132,0.52
"1332","11HPTOM6",604295.0796,647438.5188,"Parashorea tomentella","Ptom",50,76,"Emergent",81.02801,0.52
"1333","11HPTOM7",604319.094,647418.2905,"Parashorea tomentella","Ptom",50,75,"Emergent",82.42001,0.52
"1334","11HPTOM8",604352.2893,647429.4018,"Parashorea tomentella","Ptom",50,65,"Emergent",78.194,0.52
"1335","11HPTOM9",604394.718,647440.5288,"Parashorea tomentella","Ptom",50,82.6,"Emergent",69.167,0.52
"1336","11IPTOM1",604472.4678,647291.4079,"Parashorea tomentella","Ptom",50,65,"Emergent",69.87801,0.52
"1337","11IPTOM10",604573.873,647335.801,"Parashorea tomentella","Ptom",50,80,"Emergent",72.771,0.52
"1338","11IPTOM11",604570.2452,647300.7853,"Parashorea tomentella","Ptom",50,70,"Emergent",74.201,0.52
"1339","11IPTOM12",604585.0373,647280.5415,"Parashorea tomentella","Ptom",50,100,"Emergent",81.954,0.52
"1340","11IPTOM13",604553.508,647378.1468,"Parashorea tomentella","Ptom",50,100,"Emergent",67.07301,0.52
"1341","11IPTOM14",604592.2204,647400.3233,"Parashorea tomentella","Ptom",50,100,"Emergent",69.15601,0.52
"1342","11IPTOM15",604588.4716,647437.1693,"Parashorea tomentella","Ptom",50,100,"Emergent",68.332,0.52
"1343","11IPTOM16",604570.0406,647422.3973,"Parashorea tomentella","Ptom",50,130,"Emergent",68.80701,0.52
"1344","11IPTOM17",604540.4639,647451.8294,"Parashorea tomentella","Ptom",50,100,"Emergent",68.717,0.52
"1345","11IPTOM18",604451.9958,647390.8745,"Parashorea tomentella","Ptom",50,98,"Emergent",68.256,0.52
"1346","11IPTOM19",604437.2285,647396.3775,"Parashorea tomentella","Ptom",50,50,"Emergent",70.07101,0.52
"1347","11IPTOM2",604501.9281,647324.6244,"Parashorea tomentella","Ptom",50,57,"Emergent",71.26601,0.52
"1348","11IPTOM20",604494.4958,647359.6215,"Parashorea tomentella","Ptom",50,54,"Emergent",69.25101,0.52
"1349","11IPTOM21",604492.5818,647398.3132,"Parashorea tomentella","Ptom",50,52.5,"Emergent",68.356,0.52
"1350","11IPTOM22",604455.675,647401.9363,"Parashorea tomentella","Ptom",50,85.5,"Emergent",68.303,0.52
"1351","11IPTOM23",604446.4075,647422.1894,"Parashorea tomentella","Ptom",50,100,"Emergent",69.537,0.52
"1352","11IPTOM3",604542.6165,647271.2571,"Parashorea tomentella","Ptom",50,79,"Emergent",70.505,0.52
"1353","11IPTOM4",604562.8978,647278.6616,"Parashorea tomentella","Ptom",50,75,"Emergent",73.21001,0.52
"1354","11IPTOM5",604609.0443,647271.3688,"Parashorea tomentella","Ptom",50,65,"Emergent",78.621,0.52
"1355","11IPTOM6",604614.5335,647299.0172,"Parashorea tomentella","Ptom",50,83,"Emergent",80.524,0.52
"1356","11IPTOM7",604623.6753,647346.9405,"Parashorea tomentella","Ptom",50,123,"Emergent",72.60201,0.52
"1357","11IPTOM8",604616.2708,647365.3542,"Parashorea tomentella","Ptom",50,70,"Emergent",70.522,0.52
"1358","11IPTOM9",604579.3777,647354.2365,"Parashorea tomentella","Ptom",50,90,"Emergent",69.07,0.52
"1359","11JPTOM1",604642.2118,647299.0638,"Parashorea tomentella","Ptom",50,130,"Emergent",73.58,0.52
"1360","11JPTOM10",604633.0204,647280.6222,"Parashorea tomentella","Ptom",50,110,"Emergent",72.422,0.52
"1361","11JPTOM11",604651.4373,647297.2367,"Parashorea tomentella","Ptom",50,100,"Emergent",71.084,0.52
"1362","11JPTOM12",604638.5715,647271.4185,"Parashorea tomentella","Ptom",50,67,"Emergent",71.954,0.52
"1363","11JPTOM13",604686.5156,647288.0827,"Parashorea tomentella","Ptom",50,15.2,"Emergent",70.637,0.52
"1364","11JPTOM14",604727.0738,647312.1049,"Parashorea tomentella","Ptom",50,90,"Emergent",75.013,0.52
"1365","11JPTOM15",604717.8434,647310.2468,"Parashorea tomentella","Ptom",50,100,"Emergent",76.60001,0.52
"1366","11JPTOM16",604743.6621,647323.1886,"Parashorea tomentella","Ptom",50,80,"Emergent",71.341,0.52
"1367","11JPTOM17",604754.6186,647391.3837,"Parashorea tomentella","Ptom",50,85,"Emergent",74.773,0.52
"1368","11JPTOM18",604704.8691,647348.9199,"Parashorea tomentella","Ptom",50,90,"Emergent",75.60001,0.52
"1369","11JPTOM19",604717.7938,647339.7285,"Parashorea tomentella","Ptom",50,80,"Emergent",78.25401,0.52
"1370","11JPTOM2",604645.9078,647293.5422,"Parashorea tomentella","Ptom",50,110,"Emergent",71.50401,0.52
"1371","11JPTOM20",604704.7946,647393.1424,"Parashorea tomentella","Ptom",50,70,"Emergent",78.194,0.52
"1372","11JPTOM21",604671.4969,647442.8369,"Parashorea tomentella","Ptom",50,100,"Emergent",77.291,0.52
"1373","11JPTOM22",604678.917,647415.2102,"Parashorea tomentella","Ptom",50,60.3,"Emergent",75.50201,0.52
"1374","11JPTOM23",604667.8705,647400.4506,"Parashorea tomentella","Ptom",50,55.8,"Emergent",73.012,0.52
"1375","11JPTOM24",604765.6992,647385.8746,"Parashorea tomentella","Ptom",50,84.5,"Emergent",72.46001,0.52
"1376","11JPTOM25",604758.2991,647395.0751,"Parashorea tomentella","Ptom",50,80,"Emergent",72.90701,0.52
"1377","11JPTOM26",604787.7486,647441.1901,"Parashorea tomentella","Ptom",50,74,"Emergent",70.077,0.52
"1378","11JPTOM3",604662.4807,647313.8388,"Parashorea tomentella","Ptom",50,90,"Emergent",70.31001,0.52
"1379","11JPTOM4",604647.6792,647339.6104,"Parashorea tomentella","Ptom",50,92,"Emergent",72.149,0.52
"1380","11JPTOM5",604632.887,647359.8543,"Parashorea tomentella","Ptom",50,83,"Emergent",70.458,0.52
"1381","11JPTOM6",604640.2481,647367.2371,"Parashorea tomentella","Ptom",50,85,"Emergent",69.736,0.52
"1382","11JPTOM7",604640.2388,647372.7649,"Parashorea tomentella","Ptom",50,84,"Emergent",70.078,0.52
"1383","11JPTOM8",604631.0009,647381.9625,"Parashorea tomentella","Ptom",50,90,"Emergent",70.425,0.52
"1384","11JPTOM9",604680.8962,647337.8238,"Parashorea tomentella","Ptom",50,60,"Emergent",71.39101,0.52
"1385","11MPtom1",605319.2052,647421.8197,"Parashorea tomentella","Ptom",50,66.7,"Emergent",77.995,0.52
"1386","11MPtom10",605345.0814,647394.2243,"Parashorea tomentella","Ptom",50,95,"Emergent",63.024,0.52
"1387","11MPtom2",605287.8697,647397.8125,"Parashorea tomentella","Ptom",50,90,"Emergent",67.556,0.52
"1388","11MPtom3",605300.8336,647372.0379,"Parashorea tomentella","Ptom",50,86.9,"Emergent",60.571,0.52
"1389","11MPtom4",605291.6456,647351.7535,"Parashorea tomentella","Ptom",50,80,"Emergent",65.14,0.52
"1390","11MPtom5",605326.7098,647344.4425,"Parashorea tomentella","Ptom",50,104.9,"Emergent",59.458,0.52
"1391","11MPtom6",605251.1313,647301.9343,"Parashorea tomentella","Ptom",50,70,"Emergent",70.36301,0.52
"1392","11MPtom7",605282.5463,647272.5057,"Parashorea tomentella","Ptom",50,95,"Emergent",60.783,0.52
"1393","11MPtom8",605339.7518,647272.6026,"Parashorea tomentella","Ptom",50,78,"Emergent",66.15701,0.52
"1394","11MPtom9",605347.0771,647307.6246,"Parashorea tomentella","Ptom",50,150,"Emergent",62.666,0.52
"1395","11NPtom1",605524.1215,647365.0461,"Parashorea tomentella","Ptom",50,60,"Emergent",59.869,0.52
"1396","11NPtom10",605411.6187,647329.8454,"Parashorea tomentella","Ptom",50,56.4,"Emergent",62.488,0.52
"1397","11NPtom11",605474.2849,647374.1745,"Parashorea tomentella","Ptom",50,60,"Emergent",68.797,0.52
